publication_vintage_date,reference_date,principal_offence_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_jurisdiction
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,NT,defendant-count,person,474,observed,474,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R10C8,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,06 Burglary,NT
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,QLD,defendant-count,person,5474,observed,5474,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R10C4,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,06 Burglary,Qld
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,SA,defendant-count,person,1005,observed,1005,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R10C5,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,06 Burglary,SA
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,TAS,defendant-count,person,328,observed,328,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R10C7,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,06 Burglary,Tas.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,VIC,defendant-count,person,1680,observed,1680,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R10C3,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,06 Burglary,Vic.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,WA,defendant-count,person,2114,observed,2114,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R10C6,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,06 Burglary,WA
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_07_THEFT,ACT,defendant-count,person,216,observed,216,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R11C9,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,07 Theft,ACT
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_07_THEFT,AUS,defendant-count,person,43501,observed,43501,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R11C10,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,07 Theft,Aust.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_07_THEFT,NSW,defendant-count,person,10470,observed,10470,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R11C2,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,07 Theft,NSW
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_07_THEFT,NT,defendant-count,person,329,observed,329,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R11C8,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,07 Theft,NT
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_07_THEFT,QLD,defendant-count,person,12660,observed,12660,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R11C4,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,07 Theft,Qld
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_07_THEFT,SA,defendant-count,person,2467,observed,2467,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R11C5,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,07 Theft,SA
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_07_THEFT,TAS,defendant-count,person,940,observed,940,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R11C7,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,07 Theft,Tas.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_07_THEFT,VIC,defendant-count,person,7091,observed,7091,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R11C3,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,07 Theft,Vic.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_07_THEFT,WA,defendant-count,person,9339,observed,9339,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R11C6,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,07 Theft,WA
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_08_FRAUD_AND_RELATED_OFFENCES,ACT,defendant-count,person,56,observed,56,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R12C9,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,08 Fraud and related offences,ACT
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_08_FRAUD_AND_RELATED_OFFENCES,AUS,defendant-count,person,10473,observed,10473,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R12C10,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,08 Fraud and related offences,Aust.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_08_FRAUD_AND_RELATED_OFFENCES,NSW,defendant-count,person,3034,observed,3034,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R12C2,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,08 Fraud and related offences,NSW
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_08_FRAUD_AND_RELATED_OFFENCES,NT,defendant-count,person,75,observed,75,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R12C8,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,08 Fraud and related offences,NT
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_08_FRAUD_AND_RELATED_OFFENCES,QLD,defendant-count,person,2635,observed,2635,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R12C4,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,08 Fraud and related offences,Qld
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_08_FRAUD_AND_RELATED_OFFENCES,SA,defendant-count,person,392,observed,392,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R12C5,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,08 Fraud and related offences,SA
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_08_FRAUD_AND_RELATED_OFFENCES,TAS,defendant-count,person,204,observed,204,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R12C7,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,08 Fraud and related offences,Tas.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_08_FRAUD_AND_RELATED_OFFENCES,VIC,defendant-count,person,2868,observed,2868,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R12C3,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,08 Fraud and related offences,Vic.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_08_FRAUD_AND_RELATED_OFFENCES,WA,defendant-count,person,1213,observed,1213,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R12C6,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,08 Fraud and related offences,WA
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_09_DRUG_OFFENCES,ACT,defendant-count,person,49,observed,49,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R13C9,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,09 Drug offences,ACT
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_09_DRUG_OFFENCES,AUS,defendant-count,person,36593,observed,36593,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R13C10,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,09 Drug offences,Aust.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_09_DRUG_OFFENCES,NSW,defendant-count,person,11396,observed,11396,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R13C2,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,09 Drug offences,NSW
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_09_DRUG_OFFENCES,NT,defendant-count,person,348,observed,348,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R13C8,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,09 Drug offences,NT
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_09_DRUG_OFFENCES,QLD,defendant-count,person,11167,observed,11167,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R13C4,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,09 Drug offences,Qld
