publication_vintage_date,reference_date,principal_offence_id,observation_period_id,jurisdiction_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_jurisdiction,raw_statistic_basis
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2021_22_dd8903a1,NEW_SOUTH_WALES_92f089b8,OFFENDER_RATE_bf190e83,published-value,published-unit,20.5,observed,20.5,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R19C31,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2021–22,New South Wales,Offender rate(a)
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2021_22_dd8903a1,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,44,observed,44,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R130C15,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2021–22,Northern Territory(q)(r),Number
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2021_22_dd8903a1,NORTHERN_TERRITORY_a1d418fe,OFFENDER_RATE_bf190e83,published-value,published-unit,166.6,observed,166.6,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R130C31,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2021–22,Northern Territory(q)(r),Offender rate(a)
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2021_22_dd8903a1,QUEENSLAND_8f0791ed,NUMBER_a081e07b,published-value,published-unit,207,observed,207,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R57C15,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2021–22,Queensland(m),Number
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2021_22_dd8903a1,QUEENSLAND_8f0791ed,OFFENDER_RATE_bf190e83,published-value,published-unit,37.4,observed,37.4,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R57C31,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2021–22,Queensland(m),Offender rate(a)
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2021_22_dd8903a1,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,124,observed,124,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R76C15,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2021–22,South Australia(n),Number
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2021_22_dd8903a1,SOUTH_AUSTRALIA_0abd141a,OFFENDER_RATE_bf190e83,published-value,published-unit,73,observed,73,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R76C31,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2021–22,South Australia(n),Offender rate(a)
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2021_22_dd8903a1,TASMANIA_412e51e6,NUMBER_a081e07b,published-value,published-unit,57,observed,57,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R112C15,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2021–22,Tasmania,Number
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2021_22_dd8903a1,TASMANIA_412e51e6,OFFENDER_RATE_bf190e83,published-value,published-unit,106.5,observed,106.5,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R112C31,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2021–22,Tasmania,Offender rate(a)
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2021_22_dd8903a1,VICTORIA_8abba993,NUMBER_a081e07b,published-value,published-unit,436,observed,436,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R38C15,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2021–22,Victoria,Number
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2021_22_dd8903a1,VICTORIA_8abba993,OFFENDER_RATE_bf190e83,published-value,published-unit,69.9,observed,69.9,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R38C31,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2021–22,Victoria,Offender rate(a)
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2021_22_dd8903a1,WESTERN_AUSTRALIA_74f6e5af,NUMBER_a081e07b,published-value,published-unit,149,observed,149,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R94C15,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2021–22,Western Australia(p),Number
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2021_22_dd8903a1,WESTERN_AUSTRALIA_74f6e5af,OFFENDER_RATE_bf190e83,published-value,published-unit,53.3,observed,53.3,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R94C31,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2021–22,Western Australia(p),Offender rate(a)
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2022_23_819e8237,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NUMBER_a081e07b,published-value,published-unit,26,observed,26,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R148C16,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2022-23,Australian Capital Territory(r),Number
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2022_23_819e8237,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,OFFENDER_RATE_bf190e83,published-value,published-unit,60.2,observed,60.2,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R148C32,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2022-23,Australian Capital Territory(r),Offender rate(a)
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2022_23_819e8237,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,187,observed,187,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R19C16,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2022-23,New South Wales,Number
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2022_23_819e8237,NEW_SOUTH_WALES_92f089b8,OFFENDER_RATE_bf190e83,published-value,published-unit,23.1,observed,23.1,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R19C32,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2022-23,New South Wales,Offender rate(a)
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2022_23_819e8237,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,30,observed,30,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R130C16,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2022-23,Northern Territory(q)(r),Number
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2022_23_819e8237,NORTHERN_TERRITORY_a1d418fe,OFFENDER_RATE_bf190e83,published-value,published-unit,112.2,observed,112.2,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R130C32,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2022-23,Northern Territory(q)(r),Offender rate(a)
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2022_23_819e8237,QUEENSLAND_8f0791ed,NUMBER_a081e07b,published-value,published-unit,205,observed,205,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R57C16,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2022-23,Queensland(m),Number
2024-06-30,2024-06-30,11_WEAPONS_EXPLOSIVES_70c89162,2022_23_819e8237,QUEENSLAND_8f0791ed,OFFENDER_RATE_bf190e83,published-value,published-unit,36.3,observed,36.3,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 20,R57C32,sha256:048b7dea7c14a4009bbdafeec368e5a9a6323c4a21e6e07101cc1adc64b73134,RecipeV01,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,sha256:a6a7a0f6a4d07ca4eef49b62faff8b0913b3b2752bf5d39b542e9f13bec6ea70,recorded-crime-offenders,sha256:5d4e56125226de1f3ee964d52b4f2f01787e1aa7fc09f76e84bae99d39ef4305,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:ca4ecf6c9b65e939634928b1ef095cd99437862070d4b3e8f2c54673442469cc,sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:16f62bbdc5edf225346f2e2db5d2d58c1a4539fd261363b48c8f197a0372f655,11 Weapons/explosives,2022-23,Queensland(m),Offender rate(a)
