publication_vintage_date,reference_date,principal_offence_id,observation_period_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_statistic_basis
2023-06-30,2012-06-30,ANZSOC_01,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,3.4,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R8C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,01 Homicide and related offences(d),2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_011,2012-06-30,COUNT,offender-count,person,261,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R9C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,011 Murder,2011–12,Number
2023-06-30,2012-06-30,ANZSOC_011,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,1.3,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R9C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,011 Murder,2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_012,2012-06-30,COUNT,offender-count,person,168,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R10C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,012 Attempted Murder,2011–12,Number
2023-06-30,2012-06-30,ANZSOC_012,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,0.9,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R10C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,012 Attempted Murder,2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_013,2012-06-30,COUNT,offender-count,person,237,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R11C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,013 Manslaughter and driving causing death,2011–12,Number
2023-06-30,2012-06-30,ANZSOC_013,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,1.2,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R11C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,013 Manslaughter and driving causing death,2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_02,2012-06-30,COUNT,offender-count,person,68476,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R13C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,02 Acts intended to cause injury(e),2011–12,Number
2023-06-30,2012-06-30,ANZSOC_02,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,348.6,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R13C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,02 Acts intended to cause injury(e),2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_021,2012-06-30,COUNT,offender-count,person,64981,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R14C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,021 Assault,2011–12,Number
2023-06-30,2012-06-30,ANZSOC_021,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,330.8,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R14C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,021 Assault,2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_029,2012-06-30,COUNT,offender-count,person,3449,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R15C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,029 Other acts intended to cause injury,2011–12,Number
2023-06-30,2012-06-30,ANZSOC_029,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,17.6,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R15C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,029 Other acts intended to cause injury,2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_03,2012-06-30,COUNT,offender-count,person,6019,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R17C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,03 Sexual assault and related offences(f),2011–12,Number
2023-06-30,2012-06-30,ANZSOC_03,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,30.6,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R17C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,03 Sexual assault and related offences(f),2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_031,2012-06-30,COUNT,offender-count,person,4591,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R18C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,031 Sexual assault,2011–12,Number
2023-06-30,2012-06-30,ANZSOC_031,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,23.4,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R18C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,031 Sexual assault,2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_032,2012-06-30,COUNT,offender-count,person,1431,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R19C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,032 Non–assaultive sexual offences,2011–12,Number
2023-06-30,2012-06-30,ANZSOC_032,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,7.3,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R19C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,032 Non–assaultive sexual offences,2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_04,2012-06-30,COUNT,offender-count,person,1899,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R21C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,04 Dangerous/negligent acts(g),2011–12,Number
2023-06-30,2012-06-30,ANZSOC_04,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,9.7,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R21C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,04 Dangerous/negligent acts(g),2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_05,2012-06-30,COUNT,offender-count,person,3488,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R23C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,05 Abduction/harassment,2011–12,Number
2023-06-30,2012-06-30,ANZSOC_05,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,17.8,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R23C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,05 Abduction/harassment,2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_06,2012-06-30,COUNT,offender-count,person,3620,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R25C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,06 Robbery/extortion,2011–12,Number
2023-06-30,2012-06-30,ANZSOC_06,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,18.4,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R25C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,06 Robbery/extortion,2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_07,2012-06-30,COUNT,offender-count,person,13934,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R27C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,07 Unlawful entry with intent,2011–12,Number
2023-06-30,2012-06-30,ANZSOC_07,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,70.9,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R27C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,07 Unlawful entry with intent,2011–12,Offender rate(a)
2023-06-30,2012-06-30,ANZSOC_08,2012-06-30,COUNT,offender-count,person,64587,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R29C5,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,08 Theft(h)(i),2011–12,Number
2023-06-30,2012-06-30,ANZSOC_08,2012-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,328.8,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R29C20,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,08 Theft(h)(i),2011–12,Offender rate(a)
