publication_vintage_date,reference_date,principal_offence_id,aggregate_sentence_length_id,observation_period_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_aggregate_sentence_length,raw_observation_period,raw_court_level
2023-06-30,2022-06-30,ANZSOC_2011_06_ROBBERY_EXTORTION,LENGTH_MEDIAN_WEEKS,2022-06-30,CHILDRENS_COURTS,sentence-median-duration,week,19.1,observed,19.1,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R67C9,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,06 Robbery/extortion,Median (weeks),2021–22,Children's Courts
2023-06-30,2022-06-30,ANZSOC_2011_06_ROBBERY_EXTORTION,LENGTH_MEDIAN_WEEKS,2022-06-30,HIGHER_COURTS,sentence-median-duration,week,28.4,observed,28.4,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R31C9,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,06 Robbery/extortion,Median (weeks),2021–22,Higher Courts
2023-06-30,2022-06-30,ANZSOC_2011_06_ROBBERY_EXTORTION,LENGTH_MEDIAN_WEEKS,2022-06-30,MAGISTRATES_COURTS,sentence-median-duration,week,21,observed,21,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R49C9,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,06 Robbery/extortion,Median (weeks),2021–22,Magistrates' Courts
2023-06-30,2022-06-30,ANZSOC_2011_06_ROBBERY_EXTORTION,LENGTH_TOTAL,2022-06-30,ALL_COURTS,defendant-count,person,2518,observed,2518,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R13C7,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,06 Robbery/extortion,Total,2021–22,All Courts
2023-06-30,2022-06-30,ANZSOC_2011_06_ROBBERY_EXTORTION,LENGTH_TOTAL,2022-06-30,CHILDRENS_COURTS,defendant-count,person,1040,observed,1040,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R67C7,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,06 Robbery/extortion,Total,2021–22,Children's Courts
2023-06-30,2022-06-30,ANZSOC_2011_06_ROBBERY_EXTORTION,LENGTH_TOTAL,2022-06-30,HIGHER_COURTS,defendant-count,person,1212,observed,1212,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R31C7,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,06 Robbery/extortion,Total,2021–22,Higher Courts
2023-06-30,2022-06-30,ANZSOC_2011_06_ROBBERY_EXTORTION,LENGTH_TOTAL,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,263,observed,263,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R49C7,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,06 Robbery/extortion,Total,2021–22,Magistrates' Courts
2023-06-30,2022-06-30,ANZSOC_2011_06_ROBBERY_EXTORTION,LENGTH_UNDER_13_WEEKS,2022-06-30,ALL_COURTS,defendant-count,person,517,observed,517,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R13C2,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,06 Robbery/extortion,Under 13 weeks,2021–22,All Courts
2023-06-30,2022-06-30,ANZSOC_2011_06_ROBBERY_EXTORTION,LENGTH_UNDER_13_WEEKS,2022-06-30,CHILDRENS_COURTS,defendant-count,person,324,observed,324,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R67C2,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,06 Robbery/extortion,Under 13 weeks,2021–22,Children's Courts
2023-06-30,2022-06-30,ANZSOC_2011_06_ROBBERY_EXTORTION,LENGTH_UNDER_13_WEEKS,2022-06-30,HIGHER_COURTS,defendant-count,person,88,observed,88,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R31C2,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,06 Robbery/extortion,Under 13 weeks,2021–22,Higher Courts
2023-06-30,2022-06-30,ANZSOC_2011_06_ROBBERY_EXTORTION,LENGTH_UNDER_13_WEEKS,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,103,observed,103,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R49C2,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,06 Robbery/extortion,Under 13 weeks,2021–22,Magistrates' Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_13_TO_UNDER_26_WEEKS,2022-06-30,ALL_COURTS,defendant-count,person,2263,observed,2263,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R14C3,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,13 to under 26 weeks,2021–22,All Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_13_TO_UNDER_26_WEEKS,2022-06-30,CHILDRENS_COURTS,defendant-count,person,558,observed,558,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R68C3,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,13 to under 26 weeks,2021–22,Children's Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_13_TO_UNDER_26_WEEKS,2022-06-30,HIGHER_COURTS,defendant-count,person,394,observed,394,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R32C3,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,13 to under 26 weeks,2021–22,Higher Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_13_TO_UNDER_26_WEEKS,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,1305,observed,1305,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R50C3,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,13 to under 26 weeks,2021–22,Magistrates' Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_26_TO_UNDER_39_WEEKS,2022-06-30,ALL_COURTS,defendant-count,person,1328,observed,1328,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R14C4,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,26 to under 39 weeks,2021–22,All Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_26_TO_UNDER_39_WEEKS,2022-06-30,CHILDRENS_COURTS,defendant-count,person,268,observed,268,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R68C4,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,26 to under 39 weeks,2021–22,Children's Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_26_TO_UNDER_39_WEEKS,2022-06-30,HIGHER_COURTS,defendant-count,person,229,observed,229,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R32C4,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,26 to under 39 weeks,2021–22,Higher Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_26_TO_UNDER_39_WEEKS,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,829,observed,829,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R50C4,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,26 to under 39 weeks,2021–22,Magistrates' Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_39_TO_UNDER_52_WEEKS,2022-06-30,ALL_COURTS,defendant-count,person,813,observed,813,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R14C5,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,39 to under 52 weeks,2021–22,All Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_39_TO_UNDER_52_WEEKS,2022-06-30,CHILDRENS_COURTS,defendant-count,person,124,observed,124,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R68C5,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,39 to under 52 weeks,2021–22,Children's Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_39_TO_UNDER_52_WEEKS,2022-06-30,HIGHER_COURTS,defendant-count,person,121,observed,121,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R32C5,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,39 to under 52 weeks,2021–22,Higher Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_39_TO_UNDER_52_WEEKS,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,568,observed,568,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R50C5,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,39 to under 52 weeks,2021–22,Magistrates' Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_52_WEEKS_AND_OVER,2022-06-30,ALL_COURTS,defendant-count,person,1571,observed,1571,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R14C6,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,52 weeks & over,2021–22,All Courts
2023-06-30,2022-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,LENGTH_52_WEEKS_AND_OVER,2022-06-30,CHILDRENS_COURTS,defendant-count,person,124,observed,124,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 11,R68C6,sha256:20e56f0c8b0f5bd083576a99184c0d68b9e4bd22ed5b904a2479fe7f686ca53a,criminal-courts-australia,sha256:4549b8a6b84fc267fdd476448da96fa1335f41410dac36e1aa09f9247d5fa804,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:b2383fce4969250d31d8ea6096d92fb05c875289925f9ed4c2bd7eb82b88a9f0,sha256:2d90b2eb61c9f2fb4ac2c5a16699f43195c6ef21f40376a1847f636922d05d70,human-authored/deterministic-map-v1,replay:sha256:171644cc9f65b0ddb6c35edc0717fc3389648b228b182d429fd2e38ec4b9d5b1,07 Unlawful entry with intent,52 weeks & over,2021–22,Children's Courts
