publication_vintage_date,reference_date,characteristic_category_id,statistic_basis_id,indigenous_status_id,jurisdiction_id,observation_period_id,characteristic_group_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_statistic_basis,raw_indigenous_status,raw_jurisdiction,raw_observation_period,raw_characteristic_group,raw_classification_context
2024-06-30,2020-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,COUNT,INDIGENOUS_STATUS_NON_INDIGENOUS,TAS,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,,not_available,na,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 5,R198C12,sha256:c659200198cd1765423cb9cc8f945eeb2af04f983b6dfd86e71c5d4b80fb293e,criminal-courts-australia,sha256:760624f8b1b2d56d4f57992dc5fac83ba02544e012b08495d91175a3b97dfd0c,tidy.table-family-acceptance/v2,sha256:ceaf2f65b03657f7436082c381ad2a74e5b5307b4668f89a049882c829e6b408,sha256:9eb89c0bfed5402434bb8a622fbdb27863efa82ac10d586aef677f46f4946419,sha256:f06710912af4f0d882b5b2dacac4aa025c101d79db9b63d138e83b3a09c6669e,human-authored/deterministic-map-v1,replay:sha256:727f839c12d8de15ecfed1a2cb0274d04ad7fa7a039758f252da81c731da7bfa,01 Homicide and related offences(k),01 Homicide and related offences(k),Non-Indigenous,Tas.(e)(f),2019–20,Principal FDV offence,"FDV Table 5 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by Indigenous status and by selected states and territories, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,COUNT,INDIGENOUS_STATUS_NON_INDIGENOUS_AND_NOT_STATED,ACT,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,,not_available,na,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 5,R198C18,sha256:c659200198cd1765423cb9cc8f945eeb2af04f983b6dfd86e71c5d4b80fb293e,criminal-courts-australia,sha256:760624f8b1b2d56d4f57992dc5fac83ba02544e012b08495d91175a3b97dfd0c,tidy.table-family-acceptance/v2,sha256:ceaf2f65b03657f7436082c381ad2a74e5b5307b4668f89a049882c829e6b408,sha256:9eb89c0bfed5402434bb8a622fbdb27863efa82ac10d586aef677f46f4946419,sha256:f06710912af4f0d882b5b2dacac4aa025c101d79db9b63d138e83b3a09c6669e,human-authored/deterministic-map-v1,replay:sha256:727f839c12d8de15ecfed1a2cb0274d04ad7fa7a039758f252da81c731da7bfa,01 Homicide and related offences(k),01 Homicide and related offences(k),Non-Indigenous and Not stated(j),ACT(h),2019–20,Principal FDV offence,"FDV Table 5 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by Indigenous status and by selected states and territories, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,COUNT,INDIGENOUS_STATUS_TOTAL,ACT,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,,not_available,na,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 5,R198C19,sha256:c659200198cd1765423cb9cc8f945eeb2af04f983b6dfd86e71c5d4b80fb293e,criminal-courts-australia,sha256:760624f8b1b2d56d4f57992dc5fac83ba02544e012b08495d91175a3b97dfd0c,tidy.table-family-acceptance/v2,sha256:ceaf2f65b03657f7436082c381ad2a74e5b5307b4668f89a049882c829e6b408,sha256:9eb89c0bfed5402434bb8a622fbdb27863efa82ac10d586aef677f46f4946419,sha256:f06710912af4f0d882b5b2dacac4aa025c101d79db9b63d138e83b3a09c6669e,human-authored/deterministic-map-v1,replay:sha256:727f839c12d8de15ecfed1a2cb0274d04ad7fa7a039758f252da81c731da7bfa,01 Homicide and related offences(k),01 Homicide and related offences(k),Total(i),ACT(h),2019–20,Principal FDV offence,"FDV Table 5 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by Indigenous status and by selected states and territories, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,COUNT,INDIGENOUS_STATUS_TOTAL,NSW,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,36,observed,36,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 5,R198C4,sha256:c659200198cd1765423cb9cc8f945eeb2af04f983b6dfd86e71c5d4b80fb293e,criminal-courts-australia,sha256:760624f8b1b2d56d4f57992dc5fac83ba02544e012b08495d91175a3b97dfd0c,tidy.table-family-acceptance/v2,sha256:ceaf2f65b03657f7436082c381ad2a74e5b5307b4668f89a049882c829e6b408,sha256:9eb89c0bfed5402434bb8a622fbdb27863efa82ac10d586aef677f46f4946419,sha256:f06710912af4f0d882b5b2dacac4aa025c101d79db9b63d138e83b3a09c6669e,human-authored/deterministic-map-v1,replay:sha256:727f839c12d8de15ecfed1a2cb0274d04ad7fa7a039758f252da81c731da7bfa,01 Homicide and related offences(k),01 Homicide and related offences(k),Total(i),NSW(a),2019–20,Principal FDV offence,"FDV Table 5 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by Indigenous status and by selected states and territories, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,COUNT,INDIGENOUS_STATUS_TOTAL,NT,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,8,observed,8,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 5,R198C16,sha256:c659200198cd1765423cb9cc8f945eeb2af04f983b6dfd86e71c5d4b80fb293e,criminal-courts-australia,sha256:760624f8b1b2d56d4f57992dc5fac83ba02544e012b08495d91175a3b97dfd0c,tidy.table-family-acceptance/v2,sha256:ceaf2f65b03657f7436082c381ad2a74e5b5307b4668f89a049882c829e6b408,sha256:9eb89c0bfed5402434bb8a622fbdb27863efa82ac10d586aef677f46f4946419,sha256:f06710912af4f0d882b5b2dacac4aa025c101d79db9b63d138e83b3a09c6669e,human-authored/deterministic-map-v1,replay:sha256:727f839c12d8de15ecfed1a2cb0274d04ad7fa7a039758f252da81c731da7bfa,01 Homicide and related offences(k),01 Homicide and related offences(k),Total(i),NT(g),2019–20,Principal FDV offence,"FDV Table 5 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by Indigenous status and by selected states and territories, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,COUNT,INDIGENOUS_STATUS_TOTAL,QLD,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,26,observed,26,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 5,R198C7,sha256:c659200198cd1765423cb9cc8f945eeb2af04f983b6dfd86e71c5d4b80fb293e,criminal-courts-australia,sha256:760624f8b1b2d56d4f57992dc5fac83ba02544e012b08495d91175a3b97dfd0c,tidy.table-family-acceptance/v2,sha256:ceaf2f65b03657f7436082c381ad2a74e5b5307b4668f89a049882c829e6b408,sha256:9eb89c0bfed5402434bb8a622fbdb27863efa82ac10d586aef677f46f4946419,sha256:f06710912af4f0d882b5b2dacac4aa025c101d79db9b63d138e83b3a09c6669e,human-authored/deterministic-map-v1,replay:sha256:727f839c12d8de15ecfed1a2cb0274d04ad7fa7a039758f252da81c731da7bfa,01 Homicide and related offences(k),01 Homicide and related offences(k),Total(i),Qld,2019–20,Principal FDV offence,"FDV Table 5 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by Indigenous status and by selected states and territories, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,COUNT,INDIGENOUS_STATUS_TOTAL,SA,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,0,observed,0,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 5,R198C10,sha256:c659200198cd1765423cb9cc8f945eeb2af04f983b6dfd86e71c5d4b80fb293e,criminal-courts-australia,sha256:760624f8b1b2d56d4f57992dc5fac83ba02544e012b08495d91175a3b97dfd0c,tidy.table-family-acceptance/v2,sha256:ceaf2f65b03657f7436082c381ad2a74e5b5307b4668f89a049882c829e6b408,sha256:9eb89c0bfed5402434bb8a622fbdb27863efa82ac10d586aef677f46f4946419,sha256:f06710912af4f0d882b5b2dacac4aa025c101d79db9b63d138e83b3a09c6669e,human-authored/deterministic-map-v1,replay:sha256:727f839c12d8de15ecfed1a2cb0274d04ad7fa7a039758f252da81c731da7bfa,01 Homicide and related offences(k),01 Homicide and related offences(k),Total(i),SA(b)(c)(d),2019–20,Principal FDV offence,"FDV Table 5 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by Indigenous status and by selected states and territories, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,COUNT,INDIGENOUS_STATUS_TOTAL,TAS,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,,not_available,na,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 5,R198C13,sha256:c659200198cd1765423cb9cc8f945eeb2af04f983b6dfd86e71c5d4b80fb293e,criminal-courts-australia,sha256:760624f8b1b2d56d4f57992dc5fac83ba02544e012b08495d91175a3b97dfd0c,tidy.table-family-acceptance/v2,sha256:ceaf2f65b03657f7436082c381ad2a74e5b5307b4668f89a049882c829e6b408,sha256:9eb89c0bfed5402434bb8a622fbdb27863efa82ac10d586aef677f46f4946419,sha256:f06710912af4f0d882b5b2dacac4aa025c101d79db9b63d138e83b3a09c6669e,human-authored/deterministic-map-v1,replay:sha256:727f839c12d8de15ecfed1a2cb0274d04ad7fa7a039758f252da81c731da7bfa,01 Homicide and related offences(k),01 Homicide and related offences(k),Total(i),Tas.(e)(f),2019–20,Principal FDV offence,"FDV Table 5 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by Indigenous status and by selected states and territories, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_021_ASSAULT,COUNT,INDIGENOUS_STATUS_ABORIGINAL_AND_TORRES_STRAIT_ISLANDER,ACT,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,,not_available,na,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 5,R200C17,sha256:c659200198cd1765423cb9cc8f945eeb2af04f983b6dfd86e71c5d4b80fb293e,criminal-courts-australia,sha256:760624f8b1b2d56d4f57992dc5fac83ba02544e012b08495d91175a3b97dfd0c,tidy.table-family-acceptance/v2,sha256:ceaf2f65b03657f7436082c381ad2a74e5b5307b4668f89a049882c829e6b408,sha256:9eb89c0bfed5402434bb8a622fbdb27863efa82ac10d586aef677f46f4946419,sha256:f06710912af4f0d882b5b2dacac4aa025c101d79db9b63d138e83b3a09c6669e,human-authored/deterministic-map-v1,replay:sha256:727f839c12d8de15ecfed1a2cb0274d04ad7fa7a039758f252da81c731da7bfa,021 Assault,021 Assault,Aboriginal and Torres Strait Islander,ACT(h),2019–20,Principal FDV offence,"FDV Table 5 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by Indigenous status and by selected states and territories, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_021_ASSAULT,COUNT,INDIGENOUS_STATUS_ABORIGINAL_AND_TORRES_STRAIT_ISLANDER,NSW,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,2632,observed,2632,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 5,R200C2,sha256:c659200198cd1765423cb9cc8f945eeb2af04f983b6dfd86e71c5d4b80fb293e,criminal-courts-australia,sha256:760624f8b1b2d56d4f57992dc5fac83ba02544e012b08495d91175a3b97dfd0c,tidy.table-family-acceptance/v2,sha256:ceaf2f65b03657f7436082c381ad2a74e5b5307b4668f89a049882c829e6b408,sha256:9eb89c0bfed5402434bb8a622fbdb27863efa82ac10d586aef677f46f4946419,sha256:f06710912af4f0d882b5b2dacac4aa025c101d79db9b63d138e83b3a09c6669e,human-authored/deterministic-map-v1,replay:sha256:727f839c12d8de15ecfed1a2cb0274d04ad7fa7a039758f252da81c731da7bfa,021 Assault,021 Assault,Aboriginal and Torres Strait Islander,NSW(a),2019–20,Principal FDV offence,"FDV Table 5 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by Indigenous status and by selected states and territories, 2019–20 to 2023–24"
