publication_vintage_date,reference_date,jurisdiction_id,observation_period_id,sentence_statistic_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_observation_period,raw_sentence_statistic
2024-06-30,2020-06-30,ACT,2020-06-30,SHARE_SENTENCED_LAST_12_MONTHS,share-sentenced-in-last-12-months,percent,44.1,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R99C7,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Australian Capital Territory,2020,Sentenced in last 12 months
2024-06-30,2020-06-30,ACT,2020-06-30,SHARE_UNDER_1_YEAR,sentence-share-under-1-year,percent,14.9,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R99C2,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Australian Capital Territory,2020,Under 1 year
2024-06-30,2020-06-30,ACT,2020-06-30,TOTAL_SENTENCED_PRISONERS,total-sentenced-prisoners,person,281,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R99C8,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Australian Capital Territory,2020,Total sentenced prisoners
2024-06-30,2020-06-30,AUS,2020-06-30,MEDIAN_SENTENCE_LENGTH,median-aggregate-sentence-length,year,3.5,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R111C6,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Australia,2020,Median
2024-06-30,2020-06-30,AUS,2020-06-30,SHARE_10_YEARS_PLUS,sentence-share-10-years-plus,percent,14.2,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R111C5,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Australia,2020,10 years & over
2024-06-30,2020-06-30,AUS,2020-06-30,SHARE_1_TO_UNDER_5_YEARS,sentence-share-1-to-under-5-years,percent,45.8,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R111C3,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Australia,2020,1 to under 5 years
2024-06-30,2020-06-30,AUS,2020-06-30,SHARE_5_TO_UNDER_10_YEARS,sentence-share-5-to-under-10-years,percent,22.9,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R111C4,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Australia,2020,5 to under 10 years
2024-06-30,2020-06-30,AUS,2020-06-30,SHARE_SENTENCED_LAST_12_MONTHS,share-sentenced-in-last-12-months,percent,40.4,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R111C7,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Australia,2020,Sentenced in last 12 months
2024-06-30,2020-06-30,AUS,2020-06-30,SHARE_UNDER_1_YEAR,sentence-share-under-1-year,percent,13,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R111C2,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Australia,2020,Under 1 year
2024-06-30,2020-06-30,AUS,2020-06-30,TOTAL_SENTENCED_PRISONERS,total-sentenced-prisoners,person,27849,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R111C8,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Australia,2020,Total sentenced prisoners
2024-06-30,2020-06-30,NSW,2020-06-30,MEDIAN_SENTENCE_LENGTH,median-aggregate-sentence-length,year,4,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R15C6,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,New South Wales,2020,Median
2024-06-30,2020-06-30,NSW,2020-06-30,SHARE_10_YEARS_PLUS,sentence-share-10-years-plus,percent,20.4,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R15C5,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,New South Wales,2020,10 years & over
2024-06-30,2020-06-30,NSW,2020-06-30,SHARE_1_TO_UNDER_5_YEARS,sentence-share-1-to-under-5-years,percent,43.1,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R15C3,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,New South Wales,2020,1 to under 5 years
2024-06-30,2020-06-30,NSW,2020-06-30,SHARE_5_TO_UNDER_10_YEARS,sentence-share-5-to-under-10-years,percent,22.3,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R15C4,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,New South Wales,2020,5 to under 10 years
2024-06-30,2020-06-30,NSW,2020-06-30,SHARE_SENTENCED_LAST_12_MONTHS,share-sentenced-in-last-12-months,percent,41.3,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R15C7,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,New South Wales,2020,Sentenced in last 12 months
2024-06-30,2020-06-30,NSW,2020-06-30,SHARE_UNDER_1_YEAR,sentence-share-under-1-year,percent,12.5,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R15C2,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,New South Wales,2020,Under 1 year
2024-06-30,2020-06-30,NSW,2020-06-30,TOTAL_SENTENCED_PRISONERS,total-sentenced-prisoners,person,8586,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R15C8,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,New South Wales,2020,Total sentenced prisoners
2024-06-30,2020-06-30,NT,2020-06-30,MEDIAN_SENTENCE_LENGTH,median-aggregate-sentence-length,year,2,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R87C6,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Northern Territory,2020,Median
2024-06-30,2020-06-30,NT,2020-06-30,SHARE_10_YEARS_PLUS,sentence-share-10-years-plus,percent,5.4,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R87C5,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Northern Territory,2020,10 years & over
2024-06-30,2020-06-30,NT,2020-06-30,SHARE_1_TO_UNDER_5_YEARS,sentence-share-1-to-under-5-years,percent,44.3,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R87C3,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Northern Territory,2020,1 to under 5 years
2024-06-30,2020-06-30,NT,2020-06-30,SHARE_5_TO_UNDER_10_YEARS,sentence-share-5-to-under-10-years,percent,15.5,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R87C4,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Northern Territory,2020,5 to under 10 years
2024-06-30,2020-06-30,NT,2020-06-30,SHARE_SENTENCED_LAST_12_MONTHS,share-sentenced-in-last-12-months,percent,53.6,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R87C7,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Northern Territory,2020,Sentenced in last 12 months
2024-06-30,2020-06-30,NT,2020-06-30,SHARE_UNDER_1_YEAR,sentence-share-under-1-year,percent,30,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R87C2,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Northern Territory,2020,Under 1 year
2024-06-30,2020-06-30,NT,2020-06-30,TOTAL_SENTENCED_PRISONERS,total-sentenced-prisoners,person,1152,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R87C8,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Northern Territory,2020,Total sentenced prisoners
2024-06-30,2020-06-30,QLD,2020-06-30,MEDIAN_SENTENCE_LENGTH,median-aggregate-sentence-length,year,3.4,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R39C6,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Queensland,2020,Median
2024-06-30,2020-06-30,QLD,2020-06-30,SHARE_10_YEARS_PLUS,sentence-share-10-years-plus,percent,8.7,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R39C5,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Queensland,2020,10 years & over
2024-06-30,2020-06-30,QLD,2020-06-30,SHARE_1_TO_UNDER_5_YEARS,sentence-share-1-to-under-5-years,percent,53.8,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R39C3,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Queensland,2020,1 to under 5 years
2024-06-30,2020-06-30,QLD,2020-06-30,SHARE_5_TO_UNDER_10_YEARS,sentence-share-5-to-under-10-years,percent,25,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 27,R39C4,sha256:0cfa68e8996cb1c48c72b3bd7fa548da27ce7cb47becd68982cec0233a3e397f,prisoners-in-australia,sha256:1fa9a9cd684c9418c7d5d7d9c5456013f9e5d2005182f2f3e6d727ab07db3deb,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:4f8e6a898453ea69c3b06cfa748337cff99adcd7944067fc1e390d35da717b79,sha256:3b2a7f65b468801ceee867e988393a161dce62b74bdf2362c5e7e30a3459ce62,openai-codex/gpt-5.6-sol,replay:sha256:a226e83a1f02e64e61046e8ead2f3e0d7d4766e67e57ea6d1b65390a11dc1158,Queensland,2020,5 to under 10 years
