reference_date,jurisdiction_id,prisoner_statistic_id,characteristic_category_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_prisoner_statistic,raw_characteristic_category
2025-06-30,AUST_895ceebd,FEDERAL_PRISONERS_c3845d4b,MEDIAN_AGE_YEARS_ada3abad,published-value,published-unit,40.8,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R13C10,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,Aust.,Federal Prisoners,Median age (years)
2025-06-30,AUST_895ceebd,FEDERAL_PRISONERS_c3845d4b,NON_INDIGENOUS_2f231fea,published-value,published-unit,1298,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R16C10,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,Aust.,Federal Prisoners,Non-Indigenous
2025-06-30,AUST_895ceebd,FEDERAL_PRISONERS_c3845d4b,TOTAL_PRISONERS_718941a8,published-value,published-unit,1455,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R7C10,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,Aust.,Federal Prisoners,Total prisoners (b)
2025-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,published-value,published-unit,9,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R26C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Parolees,Aboriginal and Torres Strait Islander
2025-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,FEMALE_cf112cb6,published-value,published-unit,11,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R21C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Parolees,Female
2025-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,MALE_9050711d,published-value,published-unit,229,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R20C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Parolees,Male
2025-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,46.8,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R23C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Parolees,Mean age (years)
2025-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,MEDIAN_AGE_YEARS_ada3abad,published-value,published-unit,44.9,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R24C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Parolees,Median age (years)
2025-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,NON_INDIGENOUS_2f231fea,published-value,published-unit,227,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R27C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Parolees,Non-Indigenous
2025-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,TOTAL_PAROLEES_2d9e5d9a,published-value,published-unit,238,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R18C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Parolees,Total parolees (c)
2025-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,published-value,published-unit,61,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R15C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Prisoners,Aboriginal and Torres Strait Islander
2025-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,FEMALE_cf112cb6,published-value,published-unit,30,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R10C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Prisoners,Female
2025-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,MALE_9050711d,published-value,published-unit,542,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R9C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Prisoners,Male
2025-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,43.8,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R12C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Prisoners,Mean age (years)
2025-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,MEDIAN_AGE_YEARS_ada3abad,published-value,published-unit,41.4,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R13C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Prisoners,Median age (years)
2025-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,NON_INDIGENOUS_2f231fea,published-value,published-unit,511,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R16C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Prisoners,Non-Indigenous
2025-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,TOTAL_PRISONERS_718941a8,published-value,published-unit,575,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R7C2,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NSW,Federal Prisoners,Total prisoners (b)
2025-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,published-value,published-unit,0,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R26C8,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NT,Federal Parolees,Aboriginal and Torres Strait Islander
2025-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,FEMALE_cf112cb6,published-value,published-unit,0,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R21C8,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NT,Federal Parolees,Female
2025-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,MALE_9050711d,published-value,published-unit,3,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R20C8,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NT,Federal Parolees,Male
2025-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,,suppressed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R23C8,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NT,Federal Parolees,Mean age (years)
2025-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,MEDIAN_AGE_YEARS_ada3abad,published-value,published-unit,,suppressed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R24C8,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NT,Federal Parolees,Median age (years)
2025-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,NON_INDIGENOUS_2f231fea,published-value,published-unit,3,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R27C8,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NT,Federal Parolees,Non-Indigenous
2025-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,TOTAL_PAROLEES_2d9e5d9a,published-value,published-unit,3,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R18C8,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NT,Federal Parolees,Total parolees (c)
2025-06-30,NT_ff9ec9f7,FEDERAL_PRISONERS_c3845d4b,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,published-value,published-unit,14,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R15C8,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NT,Federal Prisoners,Aboriginal and Torres Strait Islander
2025-06-30,NT_ff9ec9f7,FEDERAL_PRISONERS_c3845d4b,FEMALE_cf112cb6,published-value,published-unit,0,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R10C8,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NT,Federal Prisoners,Female
2025-06-30,NT_ff9ec9f7,FEDERAL_PRISONERS_c3845d4b,MALE_9050711d,published-value,published-unit,35,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R9C8,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NT,Federal Prisoners,Male
2025-06-30,NT_ff9ec9f7,FEDERAL_PRISONERS_c3845d4b,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,42.1,observed,sha256:c90bed80eabd8ab3134b40122e232db5514e05330a534a0bdf50dda3fcfe1348,Table 36,R12C8,sha256:fe4043f3ebb8ff651d92b68e8d721066b39ee5b35f05ad05bc6039bddd85d389,prisoners-in-australia,sha256:5ef7474e2dafed1f1340e6e68c713b41dd012651756cb70915a9cbed88a7ceef,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:e0f8c92bafa101aa0562fb5cc1637ca2cb1952f5052bd90179ebd6d8c115c832,sha256:9a3fe3e20b617baeb3b9b6e3f09c5f593a41a14905fbc84924c49863de37641b,human-authored/deterministic-geometry-v1,replay:sha256:057fe9e79189d8bf56c098ea94a05277939590f07f0436ad21281f52764d0974,NT,Federal Prisoners,Mean age (years)
