reference_date,principal_offence_id,jurisdiction_id,classification_context_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_jurisdiction,raw_classification_context
2025-06-30,04_HARM_OR_ENDANGER_PERSONS_0c955db8,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,47,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R9C4,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,04 Harm or endanger persons,SA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,04_HARM_OR_ENDANGER_PERSONS_0c955db8,TAS_71b7c8af,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,9,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R9C6,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,04 Harm or endanger persons,Tas.,Preliminary ANZSOC 2023 most serious offence
2025-06-30,04_HARM_OR_ENDANGER_PERSONS_0c955db8,WA_d8689b62,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,285,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R9C5,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,04 Harm or endanger persons,WA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,ACT_ee71241e,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,38,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R10C8,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,"05 Robbery, blackmail, and extortion",ACT,Preliminary ANZSOC 2023 most serious offence
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,NSW_647faf01,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,217,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R10C2,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,"05 Robbery, blackmail, and extortion",NSW,Preliminary ANZSOC 2023 most serious offence
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,NT_ff9ec9f7,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,54,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R10C7,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,"05 Robbery, blackmail, and extortion",NT,Preliminary ANZSOC 2023 most serious offence
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,QLD_cfd8a309,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,556,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R10C3,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,"05 Robbery, blackmail, and extortion",Qld,Preliminary ANZSOC 2023 most serious offence
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,118,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R10C4,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,"05 Robbery, blackmail, and extortion",SA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,TAS_71b7c8af,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,31,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R10C6,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,"05 Robbery, blackmail, and extortion",Tas.,Preliminary ANZSOC 2023 most serious offence
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,WA_d8689b62,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,341,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R10C5,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,"05 Robbery, blackmail, and extortion",WA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,06_BURGLARY_bb37cc2e,ACT_ee71241e,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,15,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R11C8,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,06 Burglary,ACT,Preliminary ANZSOC 2023 most serious offence
2025-06-30,06_BURGLARY_bb37cc2e,NSW_647faf01,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,293,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R11C2,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,06 Burglary,NSW,Preliminary ANZSOC 2023 most serious offence
2025-06-30,06_BURGLARY_bb37cc2e,NT_ff9ec9f7,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,41,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R11C7,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,06 Burglary,NT,Preliminary ANZSOC 2023 most serious offence
2025-06-30,06_BURGLARY_bb37cc2e,QLD_cfd8a309,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,858,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R11C3,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,06 Burglary,Qld,Preliminary ANZSOC 2023 most serious offence
2025-06-30,06_BURGLARY_bb37cc2e,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,164,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R11C4,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,06 Burglary,SA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,06_BURGLARY_bb37cc2e,TAS_71b7c8af,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,11,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R11C6,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,06 Burglary,Tas.,Preliminary ANZSOC 2023 most serious offence
2025-06-30,06_BURGLARY_bb37cc2e,WA_d8689b62,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,795,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R11C5,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,06 Burglary,WA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,07_THEFT_2ddf8175,ACT_ee71241e,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,5,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R12C8,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,07 Theft,ACT,Preliminary ANZSOC 2023 most serious offence
2025-06-30,07_THEFT_2ddf8175,NSW_647faf01,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,212,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R12C2,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,07 Theft,NSW,Preliminary ANZSOC 2023 most serious offence
2025-06-30,07_THEFT_2ddf8175,NT_ff9ec9f7,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,19,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R12C7,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,07 Theft,NT,Preliminary ANZSOC 2023 most serious offence
2025-06-30,07_THEFT_2ddf8175,QLD_cfd8a309,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,270,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R12C3,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,07 Theft,Qld,Preliminary ANZSOC 2023 most serious offence
2025-06-30,07_THEFT_2ddf8175,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,95,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R12C4,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,07 Theft,SA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,07_THEFT_2ddf8175,TAS_71b7c8af,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,15,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R12C6,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,07 Theft,Tas.,Preliminary ANZSOC 2023 most serious offence
2025-06-30,07_THEFT_2ddf8175,WA_d8689b62,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,130,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R12C5,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,07 Theft,WA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,ACT_ee71241e,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,3,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R13C8,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,08 Fraud and related offences,ACT,Preliminary ANZSOC 2023 most serious offence
