reference_date,observation_period_id,jurisdiction_id,characteristic_category_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_observation_period,raw_jurisdiction,raw_characteristic_category
2021-06-30,2011_72d1b5da,AUSTRALIA_80f94363,MALE_9050711d,published-value,published-unit,,not_applicable,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R132C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,AUSTRALIA,Male
2021-06-30,2011_72d1b5da,AUSTRALIA_80f94363,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,,not_applicable,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R136C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,AUSTRALIA,Mean age (years)
2021-06-30,2011_72d1b5da,AUSTRALIA_80f94363,MEDIAN_AGE_YEARS_ada3abad,published-value,published-unit,,not_applicable,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R137C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,AUSTRALIA,Median age (years)
2021-06-30,2011_72d1b5da,AUSTRALIA_80f94363,NON_INDIGENOUS_2f231fea,published-value,published-unit,,not_applicable,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R141C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,AUSTRALIA,Non-Indigenous
2021-06-30,2011_72d1b5da,AUSTRALIA_80f94363,TOTAL_PRISONERS_718941a8,published-value,published-unit,,not_applicable,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R129C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,AUSTRALIA,Total prisoners
2021-06-30,2011_72d1b5da,AUSTRALIA_80f94363,UNKNOWN_23759997,published-value,published-unit,,not_applicable,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R142C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,AUSTRALIA,Unknown
2021-06-30,2011_72d1b5da,NEW_SOUTH_WALES_92f089b8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,published-value,published-unit,15,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R20C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,NEW SOUTH WALES,Aboriginal and Torres Strait Islander
2021-06-30,2011_72d1b5da,NEW_SOUTH_WALES_92f089b8,FEMALE_cf112cb6,published-value,published-unit,79,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R13C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,NEW SOUTH WALES,Female
2021-06-30,2011_72d1b5da,NEW_SOUTH_WALES_92f089b8,MALE_9050711d,published-value,published-unit,450,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R12C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,NEW SOUTH WALES,Male
2021-06-30,2011_72d1b5da,NEW_SOUTH_WALES_92f089b8,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,43.5,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R16C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,NEW SOUTH WALES,Mean age (years)
2021-06-30,2011_72d1b5da,NEW_SOUTH_WALES_92f089b8,MEDIAN_AGE_YEARS_ada3abad,published-value,published-unit,43.7,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R17C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,NEW SOUTH WALES,Median age (years)
2021-06-30,2011_72d1b5da,NEW_SOUTH_WALES_92f089b8,NON_INDIGENOUS_2f231fea,published-value,published-unit,514,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R21C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,NEW SOUTH WALES,Non-Indigenous
2021-06-30,2011_72d1b5da,NEW_SOUTH_WALES_92f089b8,TOTAL_PRISONERS_718941a8,published-value,published-unit,530,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R9C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,NEW SOUTH WALES,Total prisoners
2021-06-30,2011_72d1b5da,NEW_SOUTH_WALES_92f089b8,UNKNOWN_23759997,published-value,published-unit,3,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R22C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,NEW SOUTH WALES,Unknown
2021-06-30,2011_72d1b5da,NORTHERN_TERRITORY_a1d418fe,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,published-value,published-unit,,not_applicable,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R110C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,NORTHERN TERRITORY,Aboriginal and Torres Strait Islander
2021-06-30,2011_72d1b5da,NORTHERN_TERRITORY_a1d418fe,FEMALE_cf112cb6,published-value,published-unit,,not_applicable,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R103C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,NORTHERN TERRITORY,Female
2021-06-30,2011_72d1b5da,NORTHERN_TERRITORY_a1d418fe,MALE_9050711d,published-value,published-unit,,not_applicable,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R102C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,NORTHERN TERRITORY,Male
2021-06-30,2011_72d1b5da,NORTHERN_TERRITORY_a1d418fe,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,,not_applicable,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_38,R106C2,sha256:cddc0a6afb000714ad7e8e01bc2df2b57a5cf260559be4741a11cba514291de9,prisoners-in-australia,sha256:359eaf896667bdbc4ed047bbbe6cbc823f9d51cacebc1053d9189d5f4d74affd,tidy.table-family-acceptance/v2,sha256:02c942b0bc65ccc92a7b4b1922fa64757bd1f001642f4ec511208ca046fdda18,sha256:af2232f37794563579e0c86c933118304d05a89c5053b024cb48098b2eaa0010,sha256:bd9aa680af4ac2665a9acc5177f24ea4d1b1fae12da3e9a594c9fcc36a270a9c,human-authored/deterministic-geometry-v1,replay:sha256:e5323d598ad64f0156f645b8c64b33baae9eaa366f7789b162b2546a4b550d90,2011,NORTHERN TERRITORY,Mean age (years)
