publication_vintage_date,reference_date,age_group_id,indigenous_status_id,sex_id,jurisdiction_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_age_group,raw_indigenous_status,raw_sex,raw_jurisdiction,raw_statistic_basis
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,MALES_66d5f994,SOUTH_AUSTRALIA_0abd141a,OFFENDER_RATE_bf190e83,published-value,published-unit,10543.8,observed,10543.8,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R80C5,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Aboriginal and Torres Strait Islander,Males,South Australia,Offender rate(c)
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PERSONS_4d6dccab,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NUMBER_a081e07b,published-value,published-unit,34,observed,34,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R148C4,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Aboriginal and Torres Strait Islander,Persons(d),Australian Capital Territory(g),Number
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PERSONS_4d6dccab,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,OFFENDER_RATE_bf190e83,published-value,published-unit,2264.4,observed,2264.4,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R148C7,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Aboriginal and Torres Strait Islander,Persons(d),Australian Capital Territory(g),Offender rate(c)
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PERSONS_4d6dccab,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,2888,observed,2888,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R12C4,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Aboriginal and Torres Strait Islander,Persons(d),New South Wales,Number
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PERSONS_4d6dccab,NEW_SOUTH_WALES_92f089b8,OFFENDER_RATE_bf190e83,published-value,published-unit,6624.1,observed,6624.1,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R12C7,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Aboriginal and Torres Strait Islander,Persons(d),New South Wales,Offender rate(c)
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PERSONS_4d6dccab,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,859,observed,859,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R114C4,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Aboriginal and Torres Strait Islander,Persons(d),Northern Territory(g),Number
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PERSONS_4d6dccab,NORTHERN_TERRITORY_a1d418fe,OFFENDER_RATE_bf190e83,published-value,published-unit,6996,observed,6996,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R114C7,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Aboriginal and Torres Strait Islander,Persons(d),Northern Territory(g),Offender rate(c)
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PERSONS_4d6dccab,QUEENSLAND_8f0791ed,NUMBER_a081e07b,published-value,published-unit,1850,observed,1850,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R46C4,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Aboriginal and Torres Strait Islander,Persons(d),Queensland,Number
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PERSONS_4d6dccab,QUEENSLAND_8f0791ed,OFFENDER_RATE_bf190e83,published-value,published-unit,5100,observed,5100,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R46C7,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Aboriginal and Torres Strait Islander,Persons(d),Queensland,Offender rate(c)
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PERSONS_4d6dccab,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,494,observed,494,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R80C4,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Aboriginal and Torres Strait Islander,Persons(d),South Australia,Number
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PERSONS_4d6dccab,SOUTH_AUSTRALIA_0abd141a,OFFENDER_RATE_bf190e83,published-value,published-unit,6781.1,observed,6781.1,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R80C7,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Aboriginal and Torres Strait Islander,Persons(d),South Australia,Offender rate(c)
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,NON_INDIGENOUS_2f231fea,FEMALES_29864773,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NUMBER_a081e07b,published-value,published-unit,44,observed,44,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R159C3,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Non-Indigenous,Females,Australian Capital Territory(g),Number
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,NON_INDIGENOUS_2f231fea,FEMALES_29864773,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,OFFENDER_RATE_bf190e83,published-value,published-unit,111.2,observed,111.2,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R159C6,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Non-Indigenous,Females,Australian Capital Territory(g),Offender rate(c)
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,NON_INDIGENOUS_2f231fea,FEMALES_29864773,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,1488,observed,1488,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R23C3,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Non-Indigenous,Females,New South Wales,Number
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,NON_INDIGENOUS_2f231fea,FEMALES_29864773,NEW_SOUTH_WALES_92f089b8,OFFENDER_RATE_bf190e83,published-value,published-unit,249.9,observed,249.9,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R23C6,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Non-Indigenous,Females,New South Wales,Offender rate(c)
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,NON_INDIGENOUS_2f231fea,FEMALES_29864773,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,9,observed,9,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R125C3,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Non-Indigenous,Females,Northern Territory(g),Number
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,NON_INDIGENOUS_2f231fea,FEMALES_29864773,NORTHERN_TERRITORY_a1d418fe,OFFENDER_RATE_bf190e83,published-value,published-unit,51.7,observed,51.7,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R125C6,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Non-Indigenous,Females,Northern Territory(g),Offender rate(c)
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,NON_INDIGENOUS_2f231fea,FEMALES_29864773,QUEENSLAND_8f0791ed,NUMBER_a081e07b,published-value,published-unit,675,observed,675,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R57C3,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Non-Indigenous,Females,Queensland,Number
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,NON_INDIGENOUS_2f231fea,FEMALES_29864773,QUEENSLAND_8f0791ed,OFFENDER_RATE_bf190e83,published-value,published-unit,179.4,observed,179.4,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R57C6,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Non-Indigenous,Females,Queensland,Offender rate(c)
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,NON_INDIGENOUS_2f231fea,FEMALES_29864773,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,132,observed,132,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R91C3,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Non-Indigenous,Females,South Australia,Number
2024-06-30,2024-06-30,30_39_YEARS_a220d4f9,NON_INDIGENOUS_2f231fea,FEMALES_29864773,SOUTH_AUSTRALIA_0abd141a,OFFENDER_RATE_bf190e83,published-value,published-unit,105.8,observed,105.8,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 43,R91C6,sha256:eb6b5817bb677c846e88b4a59a50345f55bc614afa61d31e3b5f8c03960b7831,RecipeV01,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,sha256:839cb0a06eba8aab49358f41c93cb9ef9a2275f16f589fd4d530315958dac4dc,recorded-crime-offenders,sha256:35fe7cc25fae5e57aaf4bbe588f3fcff688da0723daa1c179368d23351cfa281,tidy.table-family-acceptance/v2,sha256:8d5374a4b062d7c31ca53d4dfba26e33ce976b3ea1fa5604e88066637ed7f36a,sha256:526076fd642acf146016bf60ed3ba3b16218f9a948df69485638e84e1ed57902,sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:dba19b357f48c01f824c153c764b59be61ba04d4a1f158383c0327581cb6ff91,    30–39 years,Non-Indigenous,Females,South Australia,Offender rate(c)
