row,col,address,.value,summary_label,summary_label_source,financial_year,financial_year_source,sentence_type,sentence_type_source,defendant_dimensions,defendant_dimensions_source
37,4,R37C4,138,Summary characteristics,R5C1,2012–13,R5C4,Custody in a correctional institution,R37C1,Principal federal sentence,R36C1
37,5,R37C5,196,Summary characteristics,R5C1,2013–14,R5C5,Custody in a correctional institution,R37C1,Principal federal sentence,R36C1
37,6,R37C6,233,Summary characteristics,R5C1,2014–15,R5C6,Custody in a correctional institution,R37C1,Principal federal sentence,R36C1
37,7,R37C7,251,Summary characteristics,R5C1,2015–16,R5C7,Custody in a correctional institution,R37C1,Principal federal sentence,R36C1
37,8,R37C8,302,Summary characteristics,R5C1,2016–17,R5C8,Custody in a correctional institution,R37C1,Principal federal sentence,R36C1
37,9,R37C9,326,Summary characteristics,R5C1,2017–18,R5C9,Custody in a correctional institution,R37C1,Principal federal sentence,R36C1
37,10,R37C10,275,Summary characteristics,R5C1,2018–19,R5C10,Custody in a correctional institution,R37C1,Principal federal sentence,R36C1
37,11,R37C11,288,Summary characteristics,R5C1,2019–20,R5C11,Custody in a correctional institution,R37C1,Principal federal sentence,R36C1
37,12,R37C12,258,Summary characteristics,R5C1,2020–21,R5C12,Custody in a correctional institution,R37C1,Principal federal sentence,R36C1
37,13,R37C13,320,Summary characteristics,R5C1,2021–22,R5C13,Custody in a correctional institution,R37C1,Principal federal sentence,R36C1
37,14,R37C14,376,Summary characteristics,R5C1,2022–23,R5C14,Custody in a correctional institution,R37C1,Principal federal sentence,R36C1
38,2,R38C2,8,Summary characteristics,R5C1,2010–11,R5C2,Intensive penalty in the community,R38C1,Principal federal sentence,R36C1
38,3,R38C3,3,Summary characteristics,R5C1,2011–12,R5C3,Intensive penalty in the community,R38C1,Principal federal sentence,R36C1
38,4,R38C4,11,Summary characteristics,R5C1,2012–13,R5C4,Intensive penalty in the community,R38C1,Principal federal sentence,R36C1
38,5,R38C5,7,Summary characteristics,R5C1,2013–14,R5C5,Intensive penalty in the community,R38C1,Principal federal sentence,R36C1
38,6,R38C6,15,Summary characteristics,R5C1,2014–15,R5C6,Intensive penalty in the community,R38C1,Principal federal sentence,R36C1
38,7,R38C7,25,Summary characteristics,R5C1,2015–16,R5C7,Intensive penalty in the community,R38C1,Principal federal sentence,R36C1
38,8,R38C8,20,Summary characteristics,R5C1,2016–17,R5C8,Intensive penalty in the community,R38C1,Principal federal sentence,R36C1
38,9,R38C9,27,Summary characteristics,R5C1,2017–18,R5C9,Intensive penalty in the community,R38C1,Principal federal sentence,R36C1
38,10,R38C10,54,Summary characteristics,R5C1,2018–19,R5C10,Intensive penalty in the community,R38C1,Principal federal sentence,R36C1
38,11,R38C11,73,Summary characteristics,R5C1,2019–20,R5C11,Intensive penalty in the community,R38C1,Principal federal sentence,R36C1
38,12,R38C12,60,Summary characteristics,R5C1,2020–21,R5C12,Intensive penalty in the community,R38C1,Principal federal sentence,R36C1
38,13,R38C13,65,Summary characteristics,R5C1,2021–22,R5C13,Intensive penalty in the community,R38C1,Principal federal sentence,R36C1
38,14,R38C14,71,Summary characteristics,R5C1,2022–23,R5C14,Intensive penalty in the community,R38C1,Principal federal sentence,R36C1
39,2,R39C2,55,Summary characteristics,R5C1,2010–11,R5C2,Fully suspended sentence of imprisonment,R39C1,Principal federal sentence,R36C1
39,3,R39C3,61,Summary characteristics,R5C1,2011–12,R5C3,Fully suspended sentence of imprisonment,R39C1,Principal federal sentence,R36C1
39,4,R39C4,66,Summary characteristics,R5C1,2012–13,R5C4,Fully suspended sentence of imprisonment,R39C1,Principal federal sentence,R36C1
39,5,R39C5,78,Summary characteristics,R5C1,2013–14,R5C5,Fully suspended sentence of imprisonment,R39C1,Principal federal sentence,R36C1
39,6,R39C6,94,Summary characteristics,R5C1,2014–15,R5C6,Fully suspended sentence of imprisonment,R39C1,Principal federal sentence,R36C1
39,7,R39C7,129,Summary characteristics,R5C1,2015–16,R5C7,Fully suspended sentence of imprisonment,R39C1,Principal federal sentence,R36C1
39,8,R39C8,103,Summary characteristics,R5C1,2016–17,R5C8,Fully suspended sentence of imprisonment,R39C1,Principal federal sentence,R36C1
39,9,R39C9,119,Summary characteristics,R5C1,2017–18,R5C9,Fully suspended sentence of imprisonment,R39C1,Principal federal sentence,R36C1
39,10,R39C10,72,Summary characteristics,R5C1,2018–19,R5C10,Fully suspended sentence of imprisonment,R39C1,Principal federal sentence,R36C1
39,11,R39C11,40,Summary characteristics,R5C1,2019–20,R5C11,Fully suspended sentence of imprisonment,R39C1,Principal federal sentence,R36C1
39,12,R39C12,47,Summary characteristics,R5C1,2020–21,R5C12,Fully suspended sentence of imprisonment,R39C1,Principal federal sentence,R36C1
39,13,R39C13,29,Summary characteristics,R5C1,2021–22,R5C13,Fully suspended sentence of imprisonment,R39C1,Principal federal sentence,R36C1
39,14,R39C14,21,Summary characteristics,R5C1,2022–23,R5C14,Fully suspended sentence of imprisonment,R39C1,Principal federal sentence,R36C1
40,2,R40C2,45,Summary characteristics,R5C1,2010–11,R5C2,Community service / work,R40C1,Principal federal sentence,R36C1
40,3,R40C3,46,Summary characteristics,R5C1,2011–12,R5C3,Community service / work,R40C1,Principal federal sentence,R36C1
40,4,R40C4,69,Summary characteristics,R5C1,2012–13,R5C4,Community service / work,R40C1,Principal federal sentence,R36C1
40,5,R40C5,52,Summary characteristics,R5C1,2013–14,R5C5,Community service / work,R40C1,Principal federal sentence,R36C1
40,6,R40C6,78,Summary characteristics,R5C1,2014–15,R5C6,Community service / work,R40C1,Principal federal sentence,R36C1
40,7,R40C7,107,Summary characteristics,R5C1,2015–16,R5C7,Community service / work,R40C1,Principal federal sentence,R36C1
40,8,R40C8,91,Summary characteristics,R5C1,2016–17,R5C8,Community service / work,R40C1,Principal federal sentence,R36C1
40,9,R40C9,95,Summary characteristics,R5C1,2017–18,R5C9,Community service / work,R40C1,Principal federal sentence,R36C1
40,10,R40C10,54,Summary characteristics,R5C1,2018–19,R5C10,Community service / work,R40C1,Principal federal sentence,R36C1
40,11,R40C11,53,Summary characteristics,R5C1,2019–20,R5C11,Community service / work,R40C1,Principal federal sentence,R36C1
40,12,R40C12,39,Summary characteristics,R5C1,2020–21,R5C12,Community service / work,R40C1,Principal federal sentence,R36C1
40,13,R40C13,54,Summary characteristics,R5C1,2021–22,R5C13,Community service / work,R40C1,Principal federal sentence,R36C1
40,14,R40C14,56,Summary characteristics,R5C1,2022–23,R5C14,Community service / work,R40C1,Principal federal sentence,R36C1
41,2,R41C2,39,Summary characteristics,R5C1,2010–11,R5C2,Moderate penalty in the community,R41C1,Principal federal sentence,R36C1
41,3,R41C3,47,Summary characteristics,R5C1,2011–12,R5C3,Moderate penalty in the community,R41C1,Principal federal sentence,R36C1
41,4,R41C4,62,Summary characteristics,R5C1,2012–13,R5C4,Moderate penalty in the community,R41C1,Principal federal sentence,R36C1
41,5,R41C5,90,Summary characteristics,R5C1,2013–14,R5C5,Moderate penalty in the community,R41C1,Principal federal sentence,R36C1
41,6,R41C6,98,Summary characteristics,R5C1,2014–15,R5C6,Moderate penalty in the community,R41C1,Principal federal sentence,R36C1
41,7,R41C7,148,Summary characteristics,R5C1,2015–16,R5C7,Moderate penalty in the community,R41C1,Principal federal sentence,R36C1
41,8,R41C8,148,Summary characteristics,R5C1,2016–17,R5C8,Moderate penalty in the community,R41C1,Principal federal sentence,R36C1
41,9,R41C9,137,Summary characteristics,R5C1,2017–18,R5C9,Moderate penalty in the community,R41C1,Principal federal sentence,R36C1
41,10,R41C10,187,Summary characteristics,R5C1,2018–19,R5C10,Moderate penalty in the community,R41C1,Principal federal sentence,R36C1
41,11,R41C11,174,Summary characteristics,R5C1,2019–20,R5C11,Moderate penalty in the community,R41C1,Principal federal sentence,R36C1
41,12,R41C12,264,Summary characteristics,R5C1,2020–21,R5C12,Moderate penalty in the community,R41C1,Principal federal sentence,R36C1
41,13,R41C13,308,Summary characteristics,R5C1,2021–22,R5C13,Moderate penalty in the community,R41C1,Principal federal sentence,R36C1
41,14,R41C14,508,Summary characteristics,R5C1,2022–23,R5C14,Moderate penalty in the community,R41C1,Principal federal sentence,R36C1
42,2,R42C2,403,Summary characteristics,R5C1,2010–11,R5C2,Monetary penalties,R42C1,Principal federal sentence,R36C1
42,3,R42C3,411,Summary characteristics,R5C1,2011–12,R5C3,Monetary penalties,R42C1,Principal federal sentence,R36C1
42,4,R42C4,540,Summary characteristics,R5C1,2012–13,R5C4,Monetary penalties,R42C1,Principal federal sentence,R36C1
42,5,R42C5,576,Summary characteristics,R5C1,2013–14,R5C5,Monetary penalties,R42C1,Principal federal sentence,R36C1
42,6,R42C6,668,Summary characteristics,R5C1,2014–15,R5C6,Monetary penalties,R42C1,Principal federal sentence,R36C1
42,7,R42C7,767,Summary characteristics,R5C1,2015–16,R5C7,Monetary penalties,R42C1,Principal federal sentence,R36C1
42,8,R42C8,776,Summary characteristics,R5C1,2016–17,R5C8,Monetary penalties,R42C1,Principal federal sentence,R36C1
42,9,R42C9,807,Summary characteristics,R5C1,2017–18,R5C9,Monetary penalties,R42C1,Principal federal sentence,R36C1
42,10,R42C10,688,Summary characteristics,R5C1,2018–19,R5C10,Monetary penalties,R42C1,Principal federal sentence,R36C1
42,11,R42C11,637,Summary characteristics,R5C1,2019–20,R5C11,Monetary penalties,R42C1,Principal federal sentence,R36C1
42,12,R42C12,783,Summary characteristics,R5C1,2020–21,R5C12,Monetary penalties,R42C1,Principal federal sentence,R36C1
42,13,R42C13,938,Summary characteristics,R5C1,2021–22,R5C13,Monetary penalties,R42C1,Principal federal sentence,R36C1
42,14,R42C14,1073,Summary characteristics,R5C1,2022–23,R5C14,Monetary penalties,R42C1,Principal federal sentence,R36C1
43,2,R43C2,400,Summary characteristics,R5C1,2010–11,R5C2,Fines,R43C1,Principal federal sentence,R36C1
43,3,R43C3,412,Summary characteristics,R5C1,2011–12,R5C3,Fines,R43C1,Principal federal sentence,R36C1
43,4,R43C4,538,Summary characteristics,R5C1,2012–13,R5C4,Fines,R43C1,Principal federal sentence,R36C1
43,5,R43C5,568,Summary characteristics,R5C1,2013–14,R5C5,Fines,R43C1,Principal federal sentence,R36C1
43,6,R43C6,660,Summary characteristics,R5C1,2014–15,R5C6,Fines,R43C1,Principal federal sentence,R36C1
43,7,R43C7,758,Summary characteristics,R5C1,2015–16,R5C7,Fines,R43C1,Principal federal sentence,R36C1
43,8,R43C8,763,Summary characteristics,R5C1,2016–17,R5C8,Fines,R43C1,Principal federal sentence,R36C1
43,9,R43C9,798,Summary characteristics,R5C1,2017–18,R5C9,Fines,R43C1,Principal federal sentence,R36C1
43,10,R43C10,681,Summary characteristics,R5C1,2018–19,R5C10,Fines,R43C1,Principal federal sentence,R36C1
43,11,R43C11,630,Summary characteristics,R5C1,2019–20,R5C11,Fines,R43C1,Principal federal sentence,R36C1
43,12,R43C12,778,Summary characteristics,R5C1,2020–21,R5C12,Fines,R43C1,Principal federal sentence,R36C1
43,13,R43C13,929,Summary characteristics,R5C1,2021–22,R5C13,Fines,R43C1,Principal federal sentence,R36C1
43,14,R43C14,1062,Summary characteristics,R5C1,2022–23,R5C14,Fines,R43C1,Principal federal sentence,R36C1
44,2,R44C2,442,Summary characteristics,R5C1,2010–11,R5C2,Good behaviour (incl. bonds),R44C1,Principal federal sentence,R36C1
44,3,R44C3,521,Summary characteristics,R5C1,2011–12,R5C3,Good behaviour (incl. bonds),R44C1,Principal federal sentence,R36C1
44,4,R44C4,604,Summary characteristics,R5C1,2012–13,R5C4,Good behaviour (incl. bonds),R44C1,Principal federal sentence,R36C1
44,5,R44C5,659,Summary characteristics,R5C1,2013–14,R5C5,Good behaviour (incl. bonds),R44C1,Principal federal sentence,R36C1
44,6,R44C6,756,Summary characteristics,R5C1,2014–15,R5C6,Good behaviour (incl. bonds),R44C1,Principal federal sentence,R36C1
44,7,R44C7,857,Summary characteristics,R5C1,2015–16,R5C7,Good behaviour (incl. bonds),R44C1,Principal federal sentence,R36C1
44,8,R44C8,981,Summary characteristics,R5C1,2016–17,R5C8,Good behaviour (incl. bonds),R44C1,Principal federal sentence,R36C1
44,9,R44C9,988,Summary characteristics,R5C1,2017–18,R5C9,Good behaviour (incl. bonds),R44C1,Principal federal sentence,R36C1
44,10,R44C10,1047,Summary characteristics,R5C1,2018–19,R5C10,Good behaviour (incl. bonds),R44C1,Principal federal sentence,R36C1
44,11,R44C11,827,Summary characteristics,R5C1,2019–20,R5C11,Good behaviour (incl. bonds),R44C1,Principal federal sentence,R36C1
44,12,R44C12,940,Summary characteristics,R5C1,2020–21,R5C12,Good behaviour (incl. bonds),R44C1,Principal federal sentence,R36C1
44,13,R44C13,957,Summary characteristics,R5C1,2021–22,R5C13,Good behaviour (incl. bonds),R44C1,Principal federal sentence,R36C1
44,14,R44C14,1117,Summary characteristics,R5C1,2022–23,R5C14,Good behaviour (incl. bonds),R44C1,Principal federal sentence,R36C1
45,2,R45C2,83,Summary characteristics,R5C1,2010–11,R5C2,Nominal and other penalties,R45C1,Principal federal sentence,R36C1
45,3,R45C3,94,Summary characteristics,R5C1,2011–12,R5C3,Nominal and other penalties,R45C1,Principal federal sentence,R36C1
45,4,R45C4,65,Summary characteristics,R5C1,2012–13,R5C4,Nominal and other penalties,R45C1,Principal federal sentence,R36C1
45,5,R45C5,148,Summary characteristics,R5C1,2013–14,R5C5,Nominal and other penalties,R45C1,Principal federal sentence,R36C1
45,6,R45C6,161,Summary characteristics,R5C1,2014–15,R5C6,Nominal and other penalties,R45C1,Principal federal sentence,R36C1
45,7,R45C7,207,Summary characteristics,R5C1,2015–16,R5C7,Nominal and other penalties,R45C1,Principal federal sentence,R36C1
45,8,R45C8,247,Summary characteristics,R5C1,2016–17,R5C8,Nominal and other penalties,R45C1,Principal federal sentence,R36C1
45,9,R45C9,250,Summary characteristics,R5C1,2017–18,R5C9,Nominal and other penalties,R45C1,Principal federal sentence,R36C1
45,10,R45C10,348,Summary characteristics,R5C1,2018–19,R5C10,Nominal and other penalties,R45C1,Principal federal sentence,R36C1
45,11,R45C11,299,Summary characteristics,R5C1,2019–20,R5C11,Nominal and other penalties,R45C1,Principal federal sentence,R36C1
45,12,R45C12,385,Summary characteristics,R5C1,2020–21,R5C12,Nominal and other penalties,R45C1,Principal federal sentence,R36C1
45,13,R45C13,434,Summary characteristics,R5C1,2021–22,R5C13,Nominal and other penalties,R45C1,Principal federal sentence,R36C1
45,14,R45C14,550,Summary characteristics,R5C1,2022–23,R5C14,Nominal and other penalties,R45C1,Principal federal sentence,R36C1
46,2,R46C2,1202,Summary characteristics,R5C1,2010–11,R5C2,Total guilty outcome,R46C1,Principal federal sentence,R36C1
46,3,R46C3,1314,Summary characteristics,R5C1,2011–12,R5C3,Total guilty outcome,R46C1,Principal federal sentence,R36C1
46,4,R46C4,1550,Summary characteristics,R5C1,2012–13,R5C4,Total guilty outcome,R46C1,Principal federal sentence,R36C1
46,5,R46C5,1808,Summary characteristics,R5C1,2013–14,R5C5,Total guilty outcome,R46C1,Principal federal sentence,R36C1
46,6,R46C6,2097,Summary characteristics,R5C1,2014–15,R5C6,Total guilty outcome,R46C1,Principal federal sentence,R36C1
46,7,R46C7,2490,Summary characteristics,R5C1,2015–16,R5C7,Total guilty outcome,R46C1,Principal federal sentence,R36C1
46,8,R46C8,2670,Summary characteristics,R5C1,2016–17,R5C8,Total guilty outcome,R46C1,Principal federal sentence,R36C1
46,9,R46C9,2748,Summary characteristics,R5C1,2017–18,R5C9,Total guilty outcome,R46C1,Principal federal sentence,R36C1
46,10,R46C10,2712,Summary characteristics,R5C1,2018–19,R5C10,Total guilty outcome,R46C1,Principal federal sentence,R36C1
46,11,R46C11,2391,Summary characteristics,R5C1,2019–20,R5C11,Total guilty outcome,R46C1,Principal federal sentence,R36C1
46,12,R46C12,2766,Summary characteristics,R5C1,2020–21,R5C12,Total guilty outcome,R46C1,Principal federal sentence,R36C1
46,13,R46C13,3102,Summary characteristics,R5C1,2021–22,R5C13,Total guilty outcome,R46C1,Principal federal sentence,R36C1
46,14,R46C14,3772,Summary characteristics,R5C1,2022–23,R5C14,Total guilty outcome,R46C1,Principal federal sentence,R36C1
