reference_date,most_serious_offence_id,indigenous_status_id,aggregate_sentence_length_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_most_serious_offence,raw_indigenous_status,raw_aggregate_sentence_length
2023-06-30,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,TOTAL_ab2882c8,1_UNDER_2_YEARS_d31c6cd7,published-value,published-unit,9,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R58C5,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,16 Miscellaneous offences,TOTAL,1& under 2 years
2023-06-30,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,TOTAL_ab2882c8,20_YEARS_OVER_d9ed9a94,published-value,published-unit,3,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R58C10,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,16 Miscellaneous offences,TOTAL,20 years & over
2023-06-30,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,TOTAL_ab2882c8,2_UNDER_5_YEARS_c6777906,published-value,published-unit,13,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R58C6,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,16 Miscellaneous offences,TOTAL,2 & under 5 years
2023-06-30,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,TOTAL_ab2882c8,3_UNDER_6_MONTHS_87c804fe,published-value,published-unit,3,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R58C3,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,16 Miscellaneous offences,TOTAL,3 & under 6 months
2023-06-30,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,TOTAL_ab2882c8,5_UNDER_10_YEARS_febfe63e,published-value,published-unit,14,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R58C7,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,16 Miscellaneous offences,TOTAL,5 & under 10 years
2023-06-30,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,TOTAL_ab2882c8,6_UNDER_12_MONTHS_3db9707f,published-value,published-unit,3,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R58C4,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,16 Miscellaneous offences,TOTAL,6 & under 12 months
2023-06-30,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,TOTAL_ab2882c8,LIFE_0c23e313,published-value,published-unit,0,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R58C11,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,16 Miscellaneous offences,TOTAL,Life
2023-06-30,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,TOTAL_ab2882c8,MEAN_YEARS_6cb1f395,published-value,published-unit,4.5,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R58C15,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,16 Miscellaneous offences,TOTAL,Mean (years)
2023-06-30,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,TOTAL_ab2882c8,MEDIAN_YEARS_51edc4af,published-value,published-unit,2.3,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R58C16,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,16 Miscellaneous offences,TOTAL,Median (years)
2023-06-30,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,TOTAL_ab2882c8,OTHER_1c55d9b8,published-value,published-unit,0,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R58C12,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,16 Miscellaneous offences,TOTAL,Other
2023-06-30,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,TOTAL_ab2882c8,TOTAL_1d7c16e5,published-value,published-unit,0.2,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R58C14,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,16 Miscellaneous offences,TOTAL,Total (%)
2023-06-30,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,TOTAL_ab2882c8,TOTAL_ab2882c8,published-value,published-unit,51,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R58C13,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,16 Miscellaneous offences,TOTAL,Total
2023-06-30,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,TOTAL_ab2882c8,UNDER_3_MONTHS_51315264,published-value,published-unit,3,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R58C2,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,16 Miscellaneous offences,TOTAL,Under 3 months
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,10_UNDER_15_YEARS_c3f4adc6,published-value,published-unit,348,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C8,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,10 & under 15 years
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,15_UNDER_20_YEARS_52a374dc,published-value,published-unit,142,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C9,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,15 & under 20 years
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,1_UNDER_2_YEARS_d31c6cd7,published-value,published-unit,1913,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C5,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,1& under 2 years
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,20_YEARS_OVER_d9ed9a94,published-value,published-unit,147,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C10,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,20 years & over
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,2_UNDER_5_YEARS_c6777906,published-value,published-unit,2432,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C6,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,2 & under 5 years
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,3_UNDER_6_MONTHS_87c804fe,published-value,published-unit,374,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C3,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,3 & under 6 months
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,5_UNDER_10_YEARS_febfe63e,published-value,published-unit,1433,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C7,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,5 & under 10 years
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,6_UNDER_12_MONTHS_3db9707f,published-value,published-unit,986,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C4,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,6 & under 12 months
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,LIFE_0c23e313,published-value,published-unit,203,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C11,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,Life
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,MEAN_YEARS_6cb1f395,published-value,published-unit,4,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C15,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,Mean (years)
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,MEDIAN_YEARS_51edc4af,published-value,published-unit,2.5,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C16,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,Median (years)
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,OTHER_1c55d9b8,published-value,published-unit,41,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C12,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,Other
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,TOTAL_1d7c16e5,published-value,published-unit,100,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C14,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,Total (%)
2023-06-30,TOTAL_ab2882c8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,TOTAL_ab2882c8,published-value,published-unit,8155,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_11,R23C13,sha256:4aca03ef3871d566ad450ff081d638345647274dfdbd1e1797f76815dea7c042,prisoners-in-australia,sha256:b3d05cc92f582e3f7e26305b64d87c6bf2c13fb3767a447a899b7033cc5e48c4,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:f8dbc4c9a87bb718b635e0a0356ff9fc666af5b7521f49072994eb400dc1d48f,sha256:f11040f13744392f1c8206d7eca4a05eb361b304869e33d9ca8e2cb0bb9117d4,human-authored/deterministic-geometry-v1,replay:sha256:7274a37ff3b2a81f68f0f468f5eda75f066b4bdb2cf70476804387d7f6c31a64,Total,ABORIGINAL AND TORRES STRAIT ISLANDER,Total
