reference_date,country_of_birth_id,most_serious_offence_or_charge_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_country_of_birth,raw_most_serious_offence_or_charge
2024-06-30,CHINA,ANZSOC_06,prisoner-count,person,4,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R11C7,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,China,06 Robbery/ extortion
2024-06-30,CHINA,ANZSOC_07,prisoner-count,person,0,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R11C8,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,China,07 Unlawful entry with intent
2024-06-30,CHINA,ANZSOC_08,prisoner-count,person,23,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R11C9,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,China,08 Theft
2024-06-30,CHINA,ANZSOC_09,prisoner-count,person,12,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R11C10,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,China,09 Fraud/ deception
2024-06-30,CHINA,ANZSOC_10,prisoner-count,person,128,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R11C11,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,China,10 Illicit drug offences
2024-06-30,CHINA,ANZSOC_11,prisoner-count,person,0,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R11C12,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,China,11 Weapons/ explosives
2024-06-30,CHINA,ANZSOC_12,prisoner-count,person,0,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R11C13,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,China,12 Property damage and environmental pollution
2024-06-30,CHINA,ANZSOC_13,prisoner-count,person,3,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R11C14,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,China,13 Public order offences
2024-06-30,CHINA,ANZSOC_14,prisoner-count,person,0,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R11C15,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,China,14 Traffic and vehicle regulatory offences
2024-06-30,CHINA,ANZSOC_15,prisoner-count,person,7,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R11C16,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,China,15 Offences against justice
2024-06-30,CHINA,ANZSOC_16,prisoner-count,person,6,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R11C17,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,China,16 Miscellaneous offences
2024-06-30,CHINA,TOTAL,prisoner-count,person,264,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R11C18,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,China,Total
2024-06-30,INDIA,ANZSOC_01,prisoner-count,person,28,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C2,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,01 Homicide and related offences
2024-06-30,INDIA,ANZSOC_02,prisoner-count,person,32,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C3,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,02 Acts intended to cause injury
2024-06-30,INDIA,ANZSOC_03,prisoner-count,person,61,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C4,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,03 Sexual assault and related offences
2024-06-30,INDIA,ANZSOC_04,prisoner-count,person,3,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C5,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,04 Dangerous/ negligent acts
2024-06-30,INDIA,ANZSOC_05,prisoner-count,person,3,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C6,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,05 Abduction/ harassment
2024-06-30,INDIA,ANZSOC_06,prisoner-count,person,4,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C7,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,06 Robbery/ extortion
2024-06-30,INDIA,ANZSOC_07,prisoner-count,person,12,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C8,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,07 Unlawful entry with intent
2024-06-30,INDIA,ANZSOC_08,prisoner-count,person,4,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C9,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,08 Theft
2024-06-30,INDIA,ANZSOC_09,prisoner-count,person,9,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C10,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,09 Fraud/ deception
2024-06-30,INDIA,ANZSOC_10,prisoner-count,person,19,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C11,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,10 Illicit drug offences
2024-06-30,INDIA,ANZSOC_11,prisoner-count,person,5,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C12,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,11 Weapons/ explosives
2024-06-30,INDIA,ANZSOC_12,prisoner-count,person,6,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C13,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,12 Property damage and environmental pollution
2024-06-30,INDIA,ANZSOC_13,prisoner-count,person,3,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C14,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,13 Public order offences
2024-06-30,INDIA,ANZSOC_14,prisoner-count,person,5,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C15,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,14 Traffic and vehicle regulatory offences
2024-06-30,INDIA,ANZSOC_15,prisoner-count,person,10,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C16,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,15 Offences against justice
2024-06-30,INDIA,ANZSOC_16,prisoner-count,person,0,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C17,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,16 Miscellaneous offences
2024-06-30,INDIA,TOTAL,prisoner-count,person,187,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R12C18,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,India,Total
2024-06-30,IRAN,ANZSOC_01,prisoner-count,person,6,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R15C2,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,Iran,01 Homicide and related offences
2024-06-30,IRAN,ANZSOC_02,prisoner-count,person,31,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 7,R15C3,sha256:ba600cd54e10cdefd8ac83de5e0477072dc9c43e0379d64a072183cd6ba578a7,prisoners-in-australia,sha256:026fe6ba3f41c6ca70800208a2a143dfb2261fab4e925779cfa2a9efd2a832de,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:6d6bc48cf3bc3c862a041d3aae4afa2caeaae34ca250befe3c8ee62145be3831,sha256:ffd0de2f36b0b1ce82dffbdb099511f071cf33b92d0ce328e0a2381f2970d2fd,human-authored/deterministic-geometry-v1,replay:sha256:34a894904d7709a372697db7aaaaa49bb7efd024d2199afdea75240ac290f165,Iran,02 Acts intended to cause injury
