reference_date,most_serious_charge_id,indigenous_status_id,time_on_remand_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_most_serious_charge,raw_indigenous_status,raw_time_on_remand
2023-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,NON_INDIGENOUS_2f231fea,MEDIAN_MONTHS_da6ea783,published-value,published-unit,3.1,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R27C5,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,02 Acts intended to cause injury,NON-INDIGENOUS,Median (months)
2023-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,NON_INDIGENOUS_2f231fea,NO_38306492,published-value,published-unit,3269,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R27C2,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,02 Acts intended to cause injury,NON-INDIGENOUS,no.
2023-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,NON_INDIGENOUS_2f231fea,VALUE_bbf3f11c,published-value,published-unit,32,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R27C3,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,02 Acts intended to cause injury,NON-INDIGENOUS,%
2023-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,TOTAL_ab2882c8,90TH_PERCENTILE_MONTHS_ec70be5b,published-value,published-unit,11.1,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R45C6,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,02 Acts intended to cause injury,TOTAL,90th Percentile (months)
2023-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,TOTAL_ab2882c8,MEAN_MONTHS_95e5b511,published-value,published-unit,4.6,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R45C4,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,02 Acts intended to cause injury,TOTAL,Mean (months)
2023-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,TOTAL_ab2882c8,MEDIAN_MONTHS_da6ea783,published-value,published-unit,2.9,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R45C5,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,02 Acts intended to cause injury,TOTAL,Median (months)
2023-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,TOTAL_ab2882c8,NO_38306492,published-value,published-unit,6129,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R45C2,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,02 Acts intended to cause injury,TOTAL,no.
2023-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,TOTAL_ab2882c8,VALUE_bbf3f11c,published-value,published-unit,38.5,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R45C3,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,02 Acts intended to cause injury,TOTAL,%
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,90TH_PERCENTILE_MONTHS_ec70be5b,published-value,published-unit,18.5,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R10C6,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,ABORIGINAL AND TORRES STRAIT ISLANDER,90th Percentile (months)
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,MEAN_MONTHS_95e5b511,published-value,published-unit,8.7,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R10C4,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,ABORIGINAL AND TORRES STRAIT ISLANDER,Mean (months)
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,MEDIAN_MONTHS_da6ea783,published-value,published-unit,6.5,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R10C5,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,ABORIGINAL AND TORRES STRAIT ISLANDER,Median (months)
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,NO_38306492,published-value,published-unit,575,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R10C2,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,ABORIGINAL AND TORRES STRAIT ISLANDER,no.
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,VALUE_bbf3f11c,published-value,published-unit,10.2,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R10C3,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,ABORIGINAL AND TORRES STRAIT ISLANDER,%
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,NON_INDIGENOUS_2f231fea,90TH_PERCENTILE_MONTHS_ec70be5b,published-value,published-unit,20.3,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R28C6,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,NON-INDIGENOUS,90th Percentile (months)
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,NON_INDIGENOUS_2f231fea,MEAN_MONTHS_95e5b511,published-value,published-unit,9.3,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R28C4,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,NON-INDIGENOUS,Mean (months)
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,NON_INDIGENOUS_2f231fea,MEDIAN_MONTHS_da6ea783,published-value,published-unit,6.8,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R28C5,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,NON-INDIGENOUS,Median (months)
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,NON_INDIGENOUS_2f231fea,NO_38306492,published-value,published-unit,1437,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R28C2,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,NON-INDIGENOUS,no.
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,NON_INDIGENOUS_2f231fea,VALUE_bbf3f11c,published-value,published-unit,14.1,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R28C3,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,NON-INDIGENOUS,%
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,TOTAL_ab2882c8,90TH_PERCENTILE_MONTHS_ec70be5b,published-value,published-unit,19.7,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R46C6,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,TOTAL,90th Percentile (months)
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,TOTAL_ab2882c8,MEAN_MONTHS_95e5b511,published-value,published-unit,9.1,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R46C4,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,TOTAL,Mean (months)
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,TOTAL_ab2882c8,MEDIAN_MONTHS_da6ea783,published-value,published-unit,6.7,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R46C5,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,TOTAL,Median (months)
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,TOTAL_ab2882c8,NO_38306492,published-value,published-unit,2015,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R46C2,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,TOTAL,no.
2023-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,TOTAL_ab2882c8,VALUE_bbf3f11c,published-value,published-unit,12.6,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R46C3,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,03 Sexual assault and related offences,TOTAL,%
2023-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,90TH_PERCENTILE_MONTHS_ec70be5b,published-value,published-unit,9.3,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R11C6,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,04 Dangerous/negligent acts,ABORIGINAL AND TORRES STRAIT ISLANDER,90th Percentile (months)
2023-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,MEAN_MONTHS_95e5b511,published-value,published-unit,4.1,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R11C4,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,04 Dangerous/negligent acts,ABORIGINAL AND TORRES STRAIT ISLANDER,Mean (months)
2023-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,MEDIAN_MONTHS_da6ea783,published-value,published-unit,2.9,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R11C5,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,04 Dangerous/negligent acts,ABORIGINAL AND TORRES STRAIT ISLANDER,Median (months)
2023-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,NO_38306492,published-value,published-unit,220,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_13,R11C2,sha256:0041dce19e008fc936032a6e76a282d57f1db04d1a52af52fa8ce1ba79c6f4fb,prisoners-in-australia,sha256:34406d116c7f2275597bbd066c23965d876bda89f5ff37af872c6d0389271105,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:d6ef108d222c21fbeccd8d69b716fd2d882567c01a8267446f6dfdb8066e1a29,sha256:2a663fceda69318e448f95bf39f3d659fa49ab33c32e0106c2809f18f43803b9,human-authored/deterministic-geometry-v1,replay:sha256:9e1d8ae2e286c31317333d6292e18e2067eb8db411007a7e1a890d9746cbea62,04 Dangerous/negligent acts,ABORIGINAL AND TORRES STRAIT ISLANDER,no.
