publication_vintage_date,reference_date,principal_offence_id,jurisdiction_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_jurisdiction,raw_classification_context
2024-06-30,2024-06-30,FARE_EVASION_ea4f796c,TAS_71b7c8af,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,,not_available,na,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R14C6,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,Fare evasion (d),Tas.,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,FARE_EVASION_ea4f796c,VIC_c5916b82,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,835,observed,835,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R14C3,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,Fare evasion (d),Vic.,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,FARE_EVASION_ea4f796c,WA_d8689b62,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,,not_available,na,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R14C5,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,Fare evasion (d),WA,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,TOTAL_ab2882c8,ACT_ee71241e,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,2533,observed,2533,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R24C8,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,Total(f),ACT,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,TOTAL_ab2882c8,NSW_647faf01,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,114449,observed,114449,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R24C2,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,Total(f),NSW,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,TOTAL_ab2882c8,NT_ff9ec9f7,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,8681,observed,8681,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R24C7,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,Total(f),NT,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,TOTAL_ab2882c8,QLD_cfd8a309,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,79727,observed,79727,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R24C4,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,Total(f),Qld,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,TOTAL_ab2882c8,TAS_71b7c8af,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,7622,observed,7622,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R24C6,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,Total(f),Tas.,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,TOTAL_ab2882c8,VIC_c5916b82,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,58649,observed,58649,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R24C3,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,Total(f),Vic.,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,TOTAL_ab2882c8,WA_d8689b62,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,39286,observed,39286,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R24C5,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,Total(f),WA,Principal offence (ANZSOC 2023)(a)
2025-06-30,2025-06-30,01_HOMICIDE_2ad35483,ACT_ee71241e,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,13,observed,13,sha256:2742387c0a2acf2fd9e32c3498de595c19e788a231763772864965343dcae4cd,Table 1,R7C8,sha256:27d9ba3d0064c9ccbe22675a8300a19b2d4a55bb783e7348ef73d850cba68ce6,RecipeV01,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,sha256:dbf851e21a908069fea5f5a874b65d504e683111555fe0a7ede122a2ec4b32fc,recorded-crime-offenders,sha256:2870ad4d4a962e0c3048324bd0767e60aec8a466d8e0d65ff9614dbe95a3088b,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:9c56d3efaa88b3f956831a6229f211a6a211bb00154882a2901969fe1ba1addb,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,01 Homicide,ACT,Principal offence (ANZSOC 2023)(b)
2025-06-30,2025-06-30,01_HOMICIDE_2ad35483,NSW_647faf01,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,221,observed,221,sha256:2742387c0a2acf2fd9e32c3498de595c19e788a231763772864965343dcae4cd,Table 1,R7C2,sha256:27d9ba3d0064c9ccbe22675a8300a19b2d4a55bb783e7348ef73d850cba68ce6,RecipeV01,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,sha256:dbf851e21a908069fea5f5a874b65d504e683111555fe0a7ede122a2ec4b32fc,recorded-crime-offenders,sha256:2870ad4d4a962e0c3048324bd0767e60aec8a466d8e0d65ff9614dbe95a3088b,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:9c56d3efaa88b3f956831a6229f211a6a211bb00154882a2901969fe1ba1addb,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,01 Homicide,NSW,Principal offence (ANZSOC 2023)(b)
2025-06-30,2025-06-30,01_HOMICIDE_2ad35483,NT_ff9ec9f7,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,22,observed,22,sha256:2742387c0a2acf2fd9e32c3498de595c19e788a231763772864965343dcae4cd,Table 1,R7C7,sha256:27d9ba3d0064c9ccbe22675a8300a19b2d4a55bb783e7348ef73d850cba68ce6,RecipeV01,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,sha256:dbf851e21a908069fea5f5a874b65d504e683111555fe0a7ede122a2ec4b32fc,recorded-crime-offenders,sha256:2870ad4d4a962e0c3048324bd0767e60aec8a466d8e0d65ff9614dbe95a3088b,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:9c56d3efaa88b3f956831a6229f211a6a211bb00154882a2901969fe1ba1addb,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,01 Homicide,NT,Principal offence (ANZSOC 2023)(b)
2025-06-30,2025-06-30,01_HOMICIDE_2ad35483,QLD_cfd8a309,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,113,observed,113,sha256:2742387c0a2acf2fd9e32c3498de595c19e788a231763772864965343dcae4cd,Table 1,R7C4,sha256:27d9ba3d0064c9ccbe22675a8300a19b2d4a55bb783e7348ef73d850cba68ce6,RecipeV01,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,sha256:dbf851e21a908069fea5f5a874b65d504e683111555fe0a7ede122a2ec4b32fc,recorded-crime-offenders,sha256:2870ad4d4a962e0c3048324bd0767e60aec8a466d8e0d65ff9614dbe95a3088b,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:9c56d3efaa88b3f956831a6229f211a6a211bb00154882a2901969fe1ba1addb,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,01 Homicide,Qld,Principal offence (ANZSOC 2023)(b)
2025-06-30,2025-06-30,01_HOMICIDE_2ad35483,TAS_71b7c8af,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,5,observed,5,sha256:2742387c0a2acf2fd9e32c3498de595c19e788a231763772864965343dcae4cd,Table 1,R7C6,sha256:27d9ba3d0064c9ccbe22675a8300a19b2d4a55bb783e7348ef73d850cba68ce6,RecipeV01,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,sha256:dbf851e21a908069fea5f5a874b65d504e683111555fe0a7ede122a2ec4b32fc,recorded-crime-offenders,sha256:2870ad4d4a962e0c3048324bd0767e60aec8a466d8e0d65ff9614dbe95a3088b,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:9c56d3efaa88b3f956831a6229f211a6a211bb00154882a2901969fe1ba1addb,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,01 Homicide,Tas.,Principal offence (ANZSOC 2023)(b)
2025-06-30,2025-06-30,01_HOMICIDE_2ad35483,VIC_c5916b82,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,131,observed,131,sha256:2742387c0a2acf2fd9e32c3498de595c19e788a231763772864965343dcae4cd,Table 1,R7C3,sha256:27d9ba3d0064c9ccbe22675a8300a19b2d4a55bb783e7348ef73d850cba68ce6,RecipeV01,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,sha256:dbf851e21a908069fea5f5a874b65d504e683111555fe0a7ede122a2ec4b32fc,recorded-crime-offenders,sha256:2870ad4d4a962e0c3048324bd0767e60aec8a466d8e0d65ff9614dbe95a3088b,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:9c56d3efaa88b3f956831a6229f211a6a211bb00154882a2901969fe1ba1addb,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,01 Homicide,Vic.,Principal offence (ANZSOC 2023)(b)
2025-06-30,2025-06-30,01_HOMICIDE_2ad35483,WA_d8689b62,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,73,observed,73,sha256:2742387c0a2acf2fd9e32c3498de595c19e788a231763772864965343dcae4cd,Table 1,R7C5,sha256:27d9ba3d0064c9ccbe22675a8300a19b2d4a55bb783e7348ef73d850cba68ce6,RecipeV01,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,sha256:dbf851e21a908069fea5f5a874b65d504e683111555fe0a7ede122a2ec4b32fc,recorded-crime-offenders,sha256:2870ad4d4a962e0c3048324bd0767e60aec8a466d8e0d65ff9614dbe95a3088b,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:9c56d3efaa88b3f956831a6229f211a6a211bb00154882a2901969fe1ba1addb,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,01 Homicide,WA,Principal offence (ANZSOC 2023)(b)
2025-06-30,2025-06-30,02_ASSAULT_294c4580,ACT_ee71241e,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,977,observed,977,sha256:2742387c0a2acf2fd9e32c3498de595c19e788a231763772864965343dcae4cd,Table 1,R8C8,sha256:27d9ba3d0064c9ccbe22675a8300a19b2d4a55bb783e7348ef73d850cba68ce6,RecipeV01,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,sha256:dbf851e21a908069fea5f5a874b65d504e683111555fe0a7ede122a2ec4b32fc,recorded-crime-offenders,sha256:2870ad4d4a962e0c3048324bd0767e60aec8a466d8e0d65ff9614dbe95a3088b,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:9c56d3efaa88b3f956831a6229f211a6a211bb00154882a2901969fe1ba1addb,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,02 Assault,ACT,Principal offence (ANZSOC 2023)(b)
2025-06-30,2025-06-30,02_ASSAULT_294c4580,NSW_647faf01,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,32083,observed,32083,sha256:2742387c0a2acf2fd9e32c3498de595c19e788a231763772864965343dcae4cd,Table 1,R8C2,sha256:27d9ba3d0064c9ccbe22675a8300a19b2d4a55bb783e7348ef73d850cba68ce6,RecipeV01,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,sha256:dbf851e21a908069fea5f5a874b65d504e683111555fe0a7ede122a2ec4b32fc,recorded-crime-offenders,sha256:2870ad4d4a962e0c3048324bd0767e60aec8a466d8e0d65ff9614dbe95a3088b,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:9c56d3efaa88b3f956831a6229f211a6a211bb00154882a2901969fe1ba1addb,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,02 Assault,NSW,Principal offence (ANZSOC 2023)(b)
2025-06-30,2025-06-30,02_ASSAULT_294c4580,NT_ff9ec9f7,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,4485,observed,4485,sha256:2742387c0a2acf2fd9e32c3498de595c19e788a231763772864965343dcae4cd,Table 1,R8C7,sha256:27d9ba3d0064c9ccbe22675a8300a19b2d4a55bb783e7348ef73d850cba68ce6,RecipeV01,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,sha256:dbf851e21a908069fea5f5a874b65d504e683111555fe0a7ede122a2ec4b32fc,recorded-crime-offenders,sha256:2870ad4d4a962e0c3048324bd0767e60aec8a466d8e0d65ff9614dbe95a3088b,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:9c56d3efaa88b3f956831a6229f211a6a211bb00154882a2901969fe1ba1addb,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,02 Assault,NT,Principal offence (ANZSOC 2023)(b)
2025-06-30,2025-06-30,02_ASSAULT_294c4580,QLD_cfd8a309,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,13539,observed,13539,sha256:2742387c0a2acf2fd9e32c3498de595c19e788a231763772864965343dcae4cd,Table 1,R8C4,sha256:27d9ba3d0064c9ccbe22675a8300a19b2d4a55bb783e7348ef73d850cba68ce6,RecipeV01,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,sha256:dbf851e21a908069fea5f5a874b65d504e683111555fe0a7ede122a2ec4b32fc,recorded-crime-offenders,sha256:2870ad4d4a962e0c3048324bd0767e60aec8a466d8e0d65ff9614dbe95a3088b,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:9c56d3efaa88b3f956831a6229f211a6a211bb00154882a2901969fe1ba1addb,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,02 Assault,Qld,Principal offence (ANZSOC 2023)(b)
2025-06-30,2025-06-30,02_ASSAULT_294c4580,TAS_71b7c8af,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,2316,observed,2316,sha256:2742387c0a2acf2fd9e32c3498de595c19e788a231763772864965343dcae4cd,Table 1,R8C6,sha256:27d9ba3d0064c9ccbe22675a8300a19b2d4a55bb783e7348ef73d850cba68ce6,RecipeV01,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,sha256:dbf851e21a908069fea5f5a874b65d504e683111555fe0a7ede122a2ec4b32fc,recorded-crime-offenders,sha256:2870ad4d4a962e0c3048324bd0767e60aec8a466d8e0d65ff9614dbe95a3088b,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:9c56d3efaa88b3f956831a6229f211a6a211bb00154882a2901969fe1ba1addb,sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:b7e173d871e180940dae3d34fd4159c531ab586dbacb952934db34e31b8fed77,02 Assault,Tas.,Principal offence (ANZSOC 2023)(b)
