publication_vintage_date,reference_date,age_group_id,observation_period_id,sex_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_age_group,raw_observation_period,raw_sex,raw_statistic_basis
2023-06-30,2022-06-30,AGE_15_17,2022-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,1852.7,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R31C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,15–17 years,2021–22,Females,Offender rate(a)
2023-06-30,2022-06-30,AGE_15_17,2022-06-30,MALE,COUNT,offender-count,person,21031,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R11C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,15–17 years,2021–22,Males,Number
2023-06-30,2022-06-30,AGE_15_17,2022-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,4462.4,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R11C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,15–17 years,2021–22,Males,Offender rate(a)
2023-06-30,2022-06-30,AGE_15_17,2022-06-30,PERSONS,COUNT,offender-count,person,29268,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R51C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,15–17 years,2021–22,Persons(c),Number
2023-06-30,2022-06-30,AGE_15_17,2022-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,3203.9,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R51C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,15–17 years,2021–22,Persons(c),Offender rate(a)
2023-06-30,2022-06-30,AGE_18_19,2022-06-30,FEMALE,COUNT,offender-count,person,5860,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R33C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,18–19 years,2021–22,Females,Number
2023-06-30,2022-06-30,AGE_18_19,2022-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,2068,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R33C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,18–19 years,2021–22,Females,Offender rate(a)
2023-06-30,2022-06-30,AGE_18_19,2022-06-30,MALE,COUNT,offender-count,person,17309,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R13C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,18–19 years,2021–22,Males,Number
2023-06-30,2022-06-30,AGE_18_19,2022-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,5767.6,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R13C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,18–19 years,2021–22,Males,Offender rate(a)
2023-06-30,2022-06-30,AGE_18_19,2022-06-30,PERSONS,COUNT,offender-count,person,23191,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R53C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,18–19 years,2021–22,Persons(c),Number
2023-06-30,2022-06-30,AGE_18_19,2022-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,3974.7,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R53C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,18–19 years,2021–22,Persons(c),Offender rate(a)
2023-06-30,2022-06-30,AGE_18_PLUS,2022-06-30,FEMALE,COUNT,offender-count,person,77917,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R32C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,18 years and over,2021–22,Females,Number
2023-06-30,2022-06-30,AGE_18_PLUS,2022-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,762,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R32C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,18 years and over,2021–22,Females,Offender rate(a)
2023-06-30,2022-06-30,AGE_18_PLUS,2022-06-30,MALE,COUNT,offender-count,person,245932,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R12C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,18 years and over,2021–22,Males,Number
2023-06-30,2022-06-30,AGE_18_PLUS,2022-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,2491.4,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R12C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,18 years and over,2021–22,Males,Offender rate(a)
2023-06-30,2022-06-30,AGE_18_PLUS,2022-06-30,PERSONS,COUNT,offender-count,person,324238,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R52C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,18 years and over,2021–22,Persons(c),Number
2023-06-30,2022-06-30,AGE_18_PLUS,2022-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,1613.4,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R52C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,18 years and over,2021–22,Persons(c),Offender rate(a)
2023-06-30,2022-06-30,AGE_20_24,2022-06-30,FEMALE,COUNT,offender-count,person,12549,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R34C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,20–24 years,2021–22,Females,Number
2023-06-30,2022-06-30,AGE_20_24,2022-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,1618.4,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R34C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,20–24 years,2021–22,Females,Offender rate(a)
2023-06-30,2022-06-30,AGE_20_24,2022-06-30,MALE,COUNT,offender-count,person,39371,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R14C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,20–24 years,2021–22,Males,Number
2023-06-30,2022-06-30,AGE_20_24,2022-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,4760.6,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R14C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,20–24 years,2021–22,Males,Offender rate(a)
2023-06-30,2022-06-30,AGE_20_24,2022-06-30,PERSONS,COUNT,offender-count,person,52018,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R54C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,20–24 years,2021–22,Persons(c),Number
2023-06-30,2022-06-30,AGE_20_24,2022-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,3246.3,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R54C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,20–24 years,2021–22,Persons(c),Offender rate(a)
2023-06-30,2022-06-30,AGE_25_29,2022-06-30,FEMALE,COUNT,offender-count,person,12186,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R35C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,25–29 years,2021–22,Females,Number
2023-06-30,2022-06-30,AGE_25_29,2022-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,1365.1,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R35C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,25–29 years,2021–22,Females,Offender rate(a)
2023-06-30,2022-06-30,AGE_25_29,2022-06-30,MALE,COUNT,offender-count,person,38609,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R15C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,25–29 years,2021–22,Males,Number
2023-06-30,2022-06-30,AGE_25_29,2022-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,4237.6,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R15C30,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,25–29 years,2021–22,Males,Offender rate(a)
2023-06-30,2022-06-30,AGE_25_29,2022-06-30,PERSONS,COUNT,offender-count,person,50869,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R55C15,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,25–29 years,2021–22,Persons(c),Number
