publication_vintage_date,reference_date,sentence_statistic_id,aggregate_sentence_length_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_sentence_statistic,raw_aggregate_sentence_length,raw_court_level
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_DETERMINED_TERM,LENGTH_MEDIAN,CHILDRENS_COURTS,sentence-median-duration,month,5,observed,5,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R14C17,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with determined term,Median(c),Children's Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_DETERMINED_TERM,LENGTH_MEDIAN,HIGHER_COURTS,sentence-median-duration,month,24,observed,24,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R14C13,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with determined term,Median(c),Higher Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_DETERMINED_TERM,LENGTH_MEDIAN,MAGISTRATES_COURTS,sentence-median-duration,month,6.5,observed,6.5,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R14C15,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with determined term,Median(c),Magistrates' Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_DETERMINED_TERM,LENGTH_TOTAL,ALL_COURTS,defendant-count,person,660,observed,660,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R14C9,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with determined term,Total(b),All Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_DETERMINED_TERM,LENGTH_UNDER_3_MONTHS,ALL_COURTS,defendant-count,person,154,observed,154,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R14C2,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with determined term,Under 3 months,All Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_10_YEARS_AND_OVER,ALL_COURTS,defendant-count,person,0,observed,0,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C8,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,10 years & over(a),All Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_1_TO_UNDER_2_YEARS,ALL_COURTS,defendant-count,person,75,observed,75,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C5,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,1 to under 2 years,All Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_2_TO_UNDER_5_YEARS,ALL_COURTS,defendant-count,person,13,observed,13,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C6,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,2 to under 5 years,All Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_3_TO_UNDER_6_MONTHS,ALL_COURTS,defendant-count,person,98,observed,98,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C3,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,3 to under 6 months,All Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_5_TO_UNDER_10_YEARS,ALL_COURTS,defendant-count,person,5,observed,5,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C7,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,5 to under 10 years,All Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_6_TO_UNDER_12_MONTHS,ALL_COURTS,defendant-count,person,151,observed,151,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C4,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,6 to under 12 months,All Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEAN,ALL_COURTS,sentence-mean-duration,month,9.5,observed,9.5,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C10,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,Mean(c),All Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEAN,CHILDRENS_COURTS,sentence-mean-duration,month,7.5,observed,7.5,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C16,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,Mean(c),Children's Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEAN,HIGHER_COURTS,sentence-mean-duration,month,24.6,observed,24.6,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C12,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,Mean(c),Higher Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEAN,MAGISTRATES_COURTS,sentence-mean-duration,month,0,observed,0,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C14,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,Mean(c),Magistrates' Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEDIAN,ALL_COURTS,sentence-median-duration,month,6,observed,6,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C11,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,Median(c),All Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEDIAN,CHILDRENS_COURTS,sentence-median-duration,month,6,observed,6,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C17,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,Median(c),Children's Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEDIAN,HIGHER_COURTS,sentence-median-duration,month,16,observed,16,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C13,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,Median(c),Higher Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEDIAN,MAGISTRATES_COURTS,sentence-median-duration,month,0,observed,0,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C15,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,Median(c),Magistrates' Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_TOTAL,ALL_COURTS,defendant-count,person,386,observed,386,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C9,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,Total(b),All Courts
2024-06-30,2024-06-30,SENTENCE_JUVENILE_DETENTION_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_UNDER_3_MONTHS,ALL_COURTS,defendant-count,person,40,observed,40,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R15C2,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Juvenile detention with partially suspended term,Under 3 months,All Courts
2024-06-30,2024-06-30,SENTENCE_LIFE_AND_INDETERMINATE_IMPRISONMENT,LENGTH_10_YEARS_AND_OVER,ALL_COURTS,defendant-count,person,58,observed,58,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R9C8,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Life & Indeterminate imprisonment,10 years & over(a),All Courts
2024-06-30,2024-06-30,SENTENCE_LIFE_AND_INDETERMINATE_IMPRISONMENT,LENGTH_1_TO_UNDER_2_YEARS,ALL_COURTS,defendant-count,person,0,observed,0,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R9C5,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Life & Indeterminate imprisonment,1 to under 2 years,All Courts
2024-06-30,2024-06-30,SENTENCE_LIFE_AND_INDETERMINATE_IMPRISONMENT,LENGTH_2_TO_UNDER_5_YEARS,ALL_COURTS,defendant-count,person,0,observed,0,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R9C6,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Life & Indeterminate imprisonment,2 to under 5 years,All Courts
2024-06-30,2024-06-30,SENTENCE_LIFE_AND_INDETERMINATE_IMPRISONMENT,LENGTH_3_TO_UNDER_6_MONTHS,ALL_COURTS,defendant-count,person,0,observed,0,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R9C3,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Life & Indeterminate imprisonment,3 to under 6 months,All Courts
2024-06-30,2024-06-30,SENTENCE_LIFE_AND_INDETERMINATE_IMPRISONMENT,LENGTH_5_TO_UNDER_10_YEARS,ALL_COURTS,defendant-count,person,0,observed,0,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R9C7,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Life & Indeterminate imprisonment,5 to under 10 years,All Courts
2024-06-30,2024-06-30,SENTENCE_LIFE_AND_INDETERMINATE_IMPRISONMENT,LENGTH_6_TO_UNDER_12_MONTHS,ALL_COURTS,defendant-count,person,0,observed,0,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 73,R9C4,sha256:ccc7f236fff901bca15f477d66b473382430b5c8847266307ab65ca9a04615ba,criminal-courts-australia,sha256:452b127b157fb0c6d30a3ee5d6941948261aaa66bb75a12f3c9724cd0a756995,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:61621c82af94f548b8a00ad909526354ddfc6d1cce16700dc230e3028de2b286,sha256:ae6f31af526e41c91c42b5415a7a2c4ae27e3e6a058ce635dde4b6a2d71893af,human-authored/deterministic-map-v1,replay:sha256:de1db2bff29e886dc9046c1123c8cb42620cf4139d00d2bc88ad9dfe09b8b77f,Life & Indeterminate imprisonment,6 to under 12 months,All Courts
