publication_vintage_date,reference_date,principal_offence_id,aggregate_sentence_length_id,indigenous_status_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_aggregate_sentence_length,raw_indigenous_status,raw_jurisdiction
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEAN,TOTAL,NSW,sentence-mean-duration,month,9,observed,9,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R19C24,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Mean(e),Total(a),New South Wales
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEAN,TOTAL,NT,sentence-mean-duration,month,4.6,observed,4.6,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R91C24,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Mean(e),Total(a),Northern Territory
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEAN,TOTAL,QLD,sentence-mean-duration,month,11.5,observed,11.5,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R37C24,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Mean(e),Total(a),Queensland
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEAN,TOTAL,SA,sentence-mean-duration,month,7.6,observed,7.6,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R55C24,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Mean(e),Total(a),South Australia(k)
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEAN,TOTAL,TAS,sentence-mean-duration,month,7.8,observed,7.8,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R73C24,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Mean(e),Total(a),Tasmania
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,INDIGENOUS,ACT,sentence-median-duration,month,3,observed,3,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R109C9,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Aboriginal & Torres Strait Islander,Australian Capital Territory
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,INDIGENOUS,NSW,sentence-median-duration,month,6,observed,6,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R19C9,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Aboriginal & Torres Strait Islander,New South Wales
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,INDIGENOUS,NT,sentence-median-duration,month,1.4,observed,1.4,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R91C9,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Aboriginal & Torres Strait Islander,Northern Territory
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,INDIGENOUS,QLD,sentence-median-duration,month,6,observed,6,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R37C9,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Aboriginal & Torres Strait Islander,Queensland
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,INDIGENOUS,SA,sentence-median-duration,month,3,observed,3,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R55C9,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Aboriginal & Torres Strait Islander,South Australia(k)
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,INDIGENOUS,TAS,sentence-median-duration,month,6.3,observed,6.3,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R73C9,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Aboriginal & Torres Strait Islander,Tasmania
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,NON_INDIGENOUS,ACT,sentence-median-duration,month,,not_applicable,na,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R109C17,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Non-Indigenous,Australian Capital Territory
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,NON_INDIGENOUS,NSW,sentence-median-duration,month,7,observed,7,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R19C17,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Non-Indigenous,New South Wales
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,NON_INDIGENOUS,NT,sentence-median-duration,month,3,observed,3,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R91C17,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Non-Indigenous,Northern Territory
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,NON_INDIGENOUS,QLD,sentence-median-duration,month,6,observed,6,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R37C17,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Non-Indigenous,Queensland
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,NON_INDIGENOUS,SA,sentence-median-duration,month,2.8,observed,2.8,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R55C17,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Non-Indigenous,South Australia(k)
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,NON_INDIGENOUS,TAS,sentence-median-duration,month,4,observed,4,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R73C17,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Non-Indigenous,Tasmania
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,TOTAL,ACT,sentence-median-duration,month,3,observed,3,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R109C25,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Total(a),Australian Capital Territory
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,TOTAL,NSW,sentence-median-duration,month,6,observed,6,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R19C25,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Total(a),New South Wales
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,TOTAL,NT,sentence-median-duration,month,1.6,observed,1.6,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R91C25,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Total(a),Northern Territory
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,TOTAL,QLD,sentence-median-duration,month,6,observed,6,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R37C25,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Total(a),Queensland
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,TOTAL,SA,sentence-median-duration,month,2.9,observed,2.9,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R55C25,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Total(a),South Australia(k)
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_MEDIAN,TOTAL,TAS,sentence-median-duration,month,4,observed,4,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R73C25,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,Median(e),Total(a),Tasmania
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_NO_FURTHER_PENALTY_DUE_TO_TIME_SPENT_IN_CUSTODY,INDIGENOUS,ACT,defendant-count,person,,not_applicable,..,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R109C6,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,No further penalty due to time spent in custody(c),Aboriginal & Torres Strait Islander,Australian Capital Territory
2024-06-30,2024-06-30,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,LENGTH_NO_FURTHER_PENALTY_DUE_TO_TIME_SPENT_IN_CUSTODY,INDIGENOUS,NSW,defendant-count,person,,not_applicable,..,sha256:028acd5b907dee9f4d3d4a637f926320a58a185b8e49e5c3493ab5b7245353db,Table 80,R19C6,sha256:ea4f8dd3e253aa2ffbb4fa2c7c85dc13158e96394779cfa1b546abde25112769,criminal-courts-australia,sha256:94d3bbb0f1dbc9efb63d6916f5fddd6067f9cbf85f7d6d81c17ba86cfdc74448,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:496e0fcf56685fb9e2bfca2abd3a13cce540aeac1a1f4702b9bbcd6e7e60989e,sha256:1e95ed500741ba9b33a1af0a25104850ad548f0398e0697483c3966d4a67c32b,human-authored/deterministic-map-v1,replay:sha256:c76dbfb221779a05e479574d0b9b1cfe6cee3079635d2e9ff0a180375a9d411c,12 Property damage and environmental pollution,No further penalty due to time spent in custody(c),Aboriginal & Torres Strait Islander,New South Wales
