reference_date,sex_id,most_serious_offence_or_charge_id,indigenous_status_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_sex,raw_most_serious_offence_or_charge,raw_indigenous_status,raw_statistic_basis
2024-06-30,MALE,ANZSOC_05,TOTAL,NUMBER,prisoner-count,person,610,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R12C6,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,05 Abduction/harassment,Total,no.
2024-06-30,MALE,ANZSOC_05,TOTAL,PROPORTION,prisoner-proportion,percent,1.5,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R12C7,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,05 Abduction/harassment,Total,%
2024-06-30,MALE,ANZSOC_06,INDIGENOUS,NUMBER,prisoner-count,person,1100,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R13C2,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,06 Robbery/extortion,Aboriginal & Torres Strait Islander,no.
2024-06-30,MALE,ANZSOC_06,INDIGENOUS,PROPORTION,prisoner-proportion,percent,7.7,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R13C3,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,06 Robbery/extortion,Aboriginal & Torres Strait Islander,%
2024-06-30,MALE,ANZSOC_06,NON_INDIGENOUS,NUMBER,prisoner-count,person,1224,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R13C4,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,06 Robbery/extortion,Non-Indigenous,no.
2024-06-30,MALE,ANZSOC_06,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,4.6,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R13C5,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,06 Robbery/extortion,Non-Indigenous,%
2024-06-30,MALE,ANZSOC_06,TOTAL,NUMBER,prisoner-count,person,2332,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R13C6,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,06 Robbery/extortion,Total,no.
2024-06-30,MALE,ANZSOC_06,TOTAL,PROPORTION,prisoner-proportion,percent,5.7,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R13C7,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,06 Robbery/extortion,Total,%
2024-06-30,MALE,ANZSOC_07,INDIGENOUS,NUMBER,prisoner-count,person,1494,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R14C2,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,07 Unlawful entry with intent,Aboriginal & Torres Strait Islander,no.
2024-06-30,MALE,ANZSOC_07,INDIGENOUS,PROPORTION,prisoner-proportion,percent,10.5,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R14C3,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,07 Unlawful entry with intent,Aboriginal & Torres Strait Islander,%
2024-06-30,MALE,ANZSOC_07,NON_INDIGENOUS,NUMBER,prisoner-count,person,1922,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R14C4,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,07 Unlawful entry with intent,Non-Indigenous,no.
2024-06-30,MALE,ANZSOC_07,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,7.3,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R14C5,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,07 Unlawful entry with intent,Non-Indigenous,%
2024-06-30,MALE,ANZSOC_07,TOTAL,NUMBER,prisoner-count,person,3434,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R14C6,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,07 Unlawful entry with intent,Total,no.
2024-06-30,MALE,ANZSOC_07,TOTAL,PROPORTION,prisoner-proportion,percent,8.4,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R14C7,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,07 Unlawful entry with intent,Total,%
2024-06-30,MALE,ANZSOC_08,INDIGENOUS,NUMBER,prisoner-count,person,413,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R15C2,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,08 Theft,Aboriginal & Torres Strait Islander,no.
2024-06-30,MALE,ANZSOC_08,INDIGENOUS,PROPORTION,prisoner-proportion,percent,2.9,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R15C3,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,08 Theft,Aboriginal & Torres Strait Islander,%
2024-06-30,MALE,ANZSOC_08,NON_INDIGENOUS,NUMBER,prisoner-count,person,883,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R15C4,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,08 Theft,Non-Indigenous,no.
2024-06-30,MALE,ANZSOC_08,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,3.3,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R15C5,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,08 Theft,Non-Indigenous,%
2024-06-30,MALE,ANZSOC_08,TOTAL,NUMBER,prisoner-count,person,1302,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R15C6,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,08 Theft,Total,no.
2024-06-30,MALE,ANZSOC_08,TOTAL,PROPORTION,prisoner-proportion,percent,3.2,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R15C7,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,08 Theft,Total,%
2024-06-30,MALE,ANZSOC_09,INDIGENOUS,NUMBER,prisoner-count,person,63,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R16C2,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,09 Fraud/deception,Aboriginal & Torres Strait Islander,no.
2024-06-30,MALE,ANZSOC_09,INDIGENOUS,PROPORTION,prisoner-proportion,percent,0.4,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R16C3,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,09 Fraud/deception,Aboriginal & Torres Strait Islander,%
2024-06-30,MALE,ANZSOC_09,NON_INDIGENOUS,NUMBER,prisoner-count,person,372,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R16C4,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,09 Fraud/deception,Non-Indigenous,no.
2024-06-30,MALE,ANZSOC_09,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,1.4,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R16C5,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,09 Fraud/deception,Non-Indigenous,%
2024-06-30,MALE,ANZSOC_09,TOTAL,NUMBER,prisoner-count,person,437,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R16C6,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,09 Fraud/deception,Total,no.
2024-06-30,MALE,ANZSOC_09,TOTAL,PROPORTION,prisoner-proportion,percent,1.1,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R16C7,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,09 Fraud/deception,Total,%
2024-06-30,MALE,ANZSOC_10,INDIGENOUS,NUMBER,prisoner-count,person,438,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R17C2,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,10 Illicit drug offences,Aboriginal & Torres Strait Islander,no.
2024-06-30,MALE,ANZSOC_10,INDIGENOUS,PROPORTION,prisoner-proportion,percent,3.1,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R17C3,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,10 Illicit drug offences,Aboriginal & Torres Strait Islander,%
2024-06-30,MALE,ANZSOC_10,NON_INDIGENOUS,NUMBER,prisoner-count,person,4187,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R17C4,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,10 Illicit drug offences,Non-Indigenous,no.
2024-06-30,MALE,ANZSOC_10,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,15.8,observed,sha256:23f0677e705e9bf88bf4cffed42d1f263772dd38bd2409d2a000d1f9fc79667e,Table 5,R17C5,sha256:08cd36d2dfad09a1be361493df35f43f1a13def38ed088897e04e117241a8758,prisoners-in-australia,sha256:926ee12cde611546dc18757f22b9fb0b3619502788038719fc836d347a74e4fb,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:58f9843b18bf29d0abd6a6642b71031eff5b904d8085ec4b17bc0d9b55286f6d,sha256:e5fbd772cbb58dbf46aeeece3fd22e2f4f9479b9c0eca71161e358aacf6dab7f,human-authored/deterministic-geometry-v1,replay:sha256:54f31b2469de2b8ad06950faeb41d15f52128273a72a94fee55ac95f4e7471a3,Males,10 Illicit drug offences,Non-Indigenous,%
