publication_vintage_date,reference_date,characteristic_category_id,statistic_basis_id,method_of_finalisation_id,observation_period_id,characteristic_group_id,jurisdiction_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_statistic_basis,raw_method_of_finalisation,raw_observation_period,raw_characteristic_group,raw_jurisdiction,raw_classification_context
2023-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_TOTAL_ADJUDICATED,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,71760,observed,71760,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R71C7,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,Total finalised,Total finalised,Total adjudicated,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_TOTAL_DEFENDANTS_FINALISED,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,86420,observed,86420,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R71C11,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,Total finalised,Total finalised,Total defendants finalised,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_TOTAL_NON_ADJUDICATED,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,12086,observed,12086,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R71C10,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,Total finalised,Total finalised,Total non-adjudicated,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,2571,observed,2571,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R71C8,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,Total finalised,Total finalised,Transfer to other court levels,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_WITHDRAWN_BY_PROSECUTION,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,11881,observed,11881,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R71C9,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,Total finalised,Total finalised,Withdrawn by prosecution,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_011_MURDER,COUNT,METHOD_ACQUITTED,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,8,observed,8,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R26C2,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,011 Murder,011 Murder,Acquitted,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_011_MURDER,COUNT,METHOD_ALL_GUILTY_OUTCOME,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,27,observed,27,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R26C6,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,011 Murder,011 Murder,All guilty outcome,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_011_MURDER,COUNT,METHOD_GUILTY_EX_PARTE,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,0,observed,0,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R26C5,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,011 Murder,011 Murder,Guilty ex-parte,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_011_MURDER,COUNT,METHOD_GUILTY_FINDING,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,16,observed,16,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R26C4,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,011 Murder,011 Murder,Guilty finding,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_011_MURDER,COUNT,METHOD_GUILTY_PLEA,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,11,observed,11,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R26C3,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,011 Murder,011 Murder,Guilty plea,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_011_MURDER,COUNT,METHOD_TOTAL_ADJUDICATED,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,35,observed,35,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R26C7,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,011 Murder,011 Murder,Total adjudicated,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_011_MURDER,COUNT,METHOD_TOTAL_DEFENDANTS_FINALISED,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,79,observed,79,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R26C11,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,011 Murder,011 Murder,Total defendants finalised,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_011_MURDER,COUNT,METHOD_TOTAL_NON_ADJUDICATED,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,9,observed,9,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R26C10,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,011 Murder,011 Murder,Total non-adjudicated,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_011_MURDER,COUNT,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,35,observed,35,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R26C8,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,011 Murder,011 Murder,Transfer to other court levels,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_011_MURDER,COUNT,METHOD_WITHDRAWN_BY_PROSECUTION,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,5,observed,5,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R26C9,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,011 Murder,011 Murder,Withdrawn by prosecution,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_012_ATTEMPTED_MURDER,COUNT,METHOD_ACQUITTED,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,3,observed,3,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R27C2,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,012 Attempted murder,012 Attempted murder,Acquitted,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_012_ATTEMPTED_MURDER,COUNT,METHOD_ALL_GUILTY_OUTCOME,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,6,observed,6,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R27C6,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,012 Attempted murder,012 Attempted murder,All guilty outcome,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_012_ATTEMPTED_MURDER,COUNT,METHOD_GUILTY_EX_PARTE,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,0,observed,0,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R27C5,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,012 Attempted murder,012 Attempted murder,Guilty ex-parte,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2023-06-30,CHAR_012_ATTEMPTED_MURDER,COUNT,METHOD_GUILTY_FINDING,2023-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,3,observed,3,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R27C4,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,012 Attempted murder,012 Attempted murder,Guilty finding,2022–23,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
